Conta,1T2026,4T2025,3T2025,2T2025,1T2025,4T2024,3T2024,2T2024,1T2024,4T2023,3T2023,2T2023,1T2023,4T2022,3T2022,2T2022,1T2022,4T2021,3T2021,2T2021,1T2021,4T2020,3T2020,2T2020,1T2020,4T2019,3T2019,2T2019,1T2019,4T2018,3T2018,2T2018,1T2018,4T2017,3T2017,2T2017,1T2017,4T2016,3T2016,2T2016,1T2016,4T2015,3T2015,2T2015,1T2015,4T2014,3T2014,2T2014,1T2014,4T2013,3T2013,2T2013,1T2013,4T2012,3T2012,2T2012,1T2012,4T2011,3T2011,2T2011,1T2011,4T2010,3T2010,2T2010,1T2010
Receita líquida,"167,29 M","164,43 M","153,70 M","154,71 M","150,69 M","145,80 M","140,82 M","141,80 M","139,23 M","530,23 M",0,0,0,"138,48 M","136,34 M","130,77 M","131,58 M","128,51 M","131,39 M","130,50 M","123,65 M","117,51 M","113,64 M","111,61 M","114,09 M","111,29 M","105,92 M","104,39 M","102,22 M","103,81 M","102,75 M","104,73 M","108,49 M","124,84 M","122,63 M","120,96 M","118,42 M","111,81 M","112,29 M","119,78 M","121,94 M","116,63 M","117,89 M","116,44 M","112,62 M","106,01 M","102,51 M","95,48 M","93,28 M","89,54 M","92,45 M","89,08 M","81,73 M","86,20 M","91,03 M","94,45 M","101,30 M","101,00 M","102,04 M","101,11 M","93,45 M","90,97 M","95,99 M","99,01 M","97,34 M"
Custos,"-97,15 M","-95,83 M","-91,87 M","-90,36 M","-87,62 M","-83,15 M","-81,52 M","-82,83 M","-80,76 M","-321,31 M",0,0,0,"-84,15 M","-82,77 M","-82,45 M","-86,37 M","-83,15 M","-88,79 M","-90,09 M","-85,99 M","-80,56 M","-78,61 M","-78,59 M","-83,33 M","-79,52 M","-76,97 M","-78,50 M","-79,56 M","-79,42 M","-78,06 M","-80,49 M","-80,57 M","-86,44 M","-87,29 M","-89,05 M","-87,80 M","-82,83 M","-85,41 M","-87,56 M","-88,26 M","-84,92 M","-93,40 M","-92,63 M","-89,20 M","-83,26 M","-81,97 M","-75,22 M","-74,98 M","-72,91 M","-74,50 M","-75,00 M","-71,39 M","-69,23 M","-67,62 M","-70,16 M","-73,42 M","-72,76 M","-74,79 M","-75,45 M","-71,29 M","-66,07 M","-65,92 M","-70,64 M","-66,08 M"
Lucro bruto,"70,14 M","68,61 M","61,83 M","64,34 M","63,08 M","62,65 M","59,30 M","58,97 M","58,47 M","208,92 M",0,0,0,"54,33 M","53,57 M","48,32 M","45,21 M","45,36 M","42,60 M","40,41 M","37,66 M","36,95 M","35,03 M","33,03 M","30,76 M","31,77 M","28,95 M","25,90 M","22,66 M","24,38 M","24,68 M","24,24 M","27,92 M","38,40 M","35,35 M","31,91 M","30,62 M","28,99 M","26,88 M","32,23 M","33,67 M","31,71 M","24,48 M","23,81 M","23,42 M","22,75 M","20,54 M","20,26 M","18,29 M","16,62 M","17,95 M","14,08 M","10,33 M","16,97 M","23,41 M","24,29 M","27,88 M","28,24 M","27,24 M","25,66 M","22,17 M","24,89 M","30,07 M","28,37 M","31,26 M"
Despesas operacionais,"-44,32 M","-50,53 M","-31,35 M","-32,33 M","-31,04 M","-31,24 M","-26,90 M","-25,90 M","-24,69 M","-91,44 M",0,0,0,"-26,65 M","-26,61 M","-21,95 M","-21,70 M","-22,05 M","-19,41 M","-16,03 M","-16,98 M","-16,67 M","-16,04 M","-16,73 M","-15,48 M","-14,71 M","-15,95 M","-18,88 M","-14,65 M","-15,15 M","-12,88 M","-10,33 M","-14,89 M","-18,40 M","-17,22 M","-16,13 M","-15,88 M","-16,05 M","-13,66 M","-16,17 M","-17,91 M","-19,73 M","-14,74 M","-13,95 M","-14,24 M","-15,52 M","-13,40 M","-12,56 M","-13,53 M","-13,62 M","-13,24 M","-10,94 M","-12,86 M","-15,32 M","-13,88 M","-13,86 M","-13,70 M","-17,57 M","-18,10 M","-15,43 M","-13,04 M","-13,52 M","-15,38 M","-14,78 M","-17,55 M"
Despesas com vendas,"-567,00 Mil","-938,00 Mil","-1,86 M","-1,46 M","-837,00 Mil","-1,97 M","-1,76 M","-2,31 M","-1,50 M","-8,64 M","-2,74 M","-2,04 M","-2,24 M","-4,12 M","-3,44 M","-1,61 M","-1,00 M","-1,88 M","-83,00 Mil","-483,00 Mil","-94,00 Mil","-566,00 Mil","-20,00 Mil","-323,00 Mil","-251,00 Mil","-568,00 Mil","-457,00 Mil","-262,00 Mil","-102,00 Mil","-520,00 Mil","-483,00 Mil","-235,00 Mil","-339,00 Mil","-606,00 Mil","-404,00 Mil","-549,00 Mil","-153,00 Mil","-1,09 M","-898,00 Mil","-823,00 Mil","-1,24 M","-892,00 Mil","-965,00 Mil","-1,16 M","-1,06 M","-395,00 Mil","84,00 Mil","458,00 Mil","-2,14 M","-2,41 M","-842,00 Mil","-544,00 Mil","-917,00 Mil","-2,08 M","-660,00 Mil","-637,00 Mil","-1,22 M","-815,00 Mil","-901,00 Mil","-1,08 M","-158,00 Mil","-650,00 Mil","-454,00 Mil","-429,00 Mil","-697,00 Mil"
Despesas administrativas,"-43,61 M","-49,23 M","-32,23 M","-31,52 M","-30,54 M","-30,82 M","-27,77 M","-23,93 M","-24,07 M","-86,89 M","-18,69 M","-21,91 M","-20,76 M","-22,40 M","-22,74 M","-19,36 M","-20,73 M","-20,60 M","-19,62 M","-19,23 M","-17,15 M","-17,61 M","-16,05 M","-17,09 M","-17,59 M","-15,85 M","-15,85 M","-18,83 M","-16,89 M","-15,54 M","-13,31 M","-13,03 M","-14,91 M","-17,77 M","-16,95 M","-15,66 M","-15,78 M","-15,19 M","-14,89 M","-15,76 M","-16,97 M","-18,84 M","-13,94 M","-13,13 M","-13,33 M","-15,15 M","-13,81 M","-12,92 M","-11,55 M","-11,02 M","-12,13 M","-10,41 M","-12,26 M","-13,78 M","-13,18 M","-11,78 M","-12,74 M","-15,05 M","-15,31 M","-13,51 M","-12,19 M","-12,94 M","-14,12 M","-13,98 M","-13,95 M"
EBIT,"25,82 M","18,08 M","30,48 M","32,01 M","32,04 M","31,41 M","32,40 M","33,07 M","33,78 M","117,48 M",0,0,0,"27,68 M","26,95 M","26,37 M","23,51 M","23,31 M","23,20 M","24,38 M","20,67 M","20,29 M","18,99 M","16,30 M","15,27 M","17,06 M","12,99 M","7,02 M","8,00 M","9,23 M","11,80 M","13,91 M","13,03 M","20,00 M","18,13 M","15,78 M","14,74 M","12,94 M","13,22 M","16,06 M","15,76 M","11,98 M","9,74 M","9,85 M","9,18 M","7,23 M","7,13 M","7,69 M","4,76 M","3,00 M","4,71 M","3,14 M","-2,52 M","1,64 M","9,53 M","10,43 M","14,19 M","10,67 M","9,15 M","10,23 M","9,13 M","11,37 M","14,69 M","13,59 M","13,71 M"
Resultado operacional,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Resultado financeiro,"2,47 M","1,58 M","-748,00 Mil","-1,07 M","-1,10 M","56,00 Mil","-589,00 Mil","-1,28 M","-164,00 Mil","-700,00 Mil",0,0,0,"-69,00 Mil","-515,00 Mil","-990,00 Mil","-1,96 M","-174,00 Mil","-1,25 M","-1,72 M","-2,83 M","-1,97 M","-1,01 M","-276,00 Mil","-2,22 M","-4,58 M","-1,98 M","-2,15 M","-2,27 M","-576,00 Mil","-875,00 Mil","-1,23 M","-798,00 Mil","-1,47 M","-1,72 M","-2,05 M","-2,17 M","-2,69 M","-1,55 M","-3,19 M","-3,51 M","-4,43 M","-3,53 M","-4,07 M","-3,53 M","-3,54 M","-2,46 M","-3,04 M","-3,27 M","-2,45 M","-2,71 M","-2,06 M","-2,24 M","-1,62 M","-1,13 M","-1,42 M","-2,21 M","-1,85 M","-2,44 M","-887,00 Mil","-1,76 M","-1,67 M","-1,67 M","-2,01 M","-1,76 M"
Antes dos impostos,"28,29 M","19,66 M","29,73 M","30,95 M","30,94 M","31,46 M","31,81 M","31,78 M","33,62 M","116,78 M",0,0,0,"27,61 M","26,44 M","25,38 M","21,54 M","23,14 M","21,94 M","22,66 M","17,84 M","18,31 M","17,98 M","16,02 M","13,05 M","12,48 M","11,01 M","4,87 M","5,73 M","8,66 M","10,93 M","12,68 M","12,23 M","18,52 M","16,41 M","13,74 M","12,57 M","10,25 M","11,67 M","12,87 M","12,25 M","7,55 M","6,21 M","5,78 M","5,65 M","3,69 M","4,67 M","4,65 M","1,50 M","545,00 Mil","2,00 M","1,08 M","-4,76 M","20,00 Mil","8,40 M","9,01 M","11,97 M","8,82 M","6,71 M","9,34 M","7,36 M","9,70 M","13,02 M","11,58 M","11,95 M"
Imposto,"-8,15 M","14,48 M","-5,93 M","-7,27 M","-6,51 M","-9,12 M","-9,66 M","-9,33 M","-9,38 M","-28,36 M",0,0,0,"-5,63 M","-7,99 M","-7,69 M","-6,09 M","-6,42 M","-5,91 M","-7,72 M","-5,04 M","-4,26 M","-5,79 M","-4,81 M","-3,74 M","-2,80 M","-2,99 M","-247,00 Mil","-1,22 M","615,00 Mil","-3,91 M","-4,28 M","-4,12 M","-1,43 M","-5,69 M","-4,66 M","-4,26 M","752,00 Mil","-4,26 M","-4,53 M","-4,09 M","-122,00 Mil","-2,14 M","-1,97 M","-1,96 M","-70,00 Mil","-1,55 M","-1,58 M","-57,00 Mil","1,50 M","-924,00 Mil","-566,00 Mil","1,30 M","3,14 M","-2,97 M","-3,17 M","-4,22 M","-656,00 Mil","-2,49 M","-3,49 M","-2,95 M","-772,00 Mil","-4,54 M","-3,90 M","-3,99 M"
Op. continuadas,"20,13 M","34,14 M","23,80 M","23,68 M","24,43 M","22,34 M","22,15 M","22,45 M","24,23 M","88,42 M",0,0,0,"21,98 M","18,45 M","17,68 M","15,46 M","16,72 M","16,03 M","14,94 M","12,80 M","14,05 M","12,20 M","11,21 M","9,31 M","9,68 M","8,02 M","4,62 M","4,51 M","9,27 M","7,02 M","8,40 M","8,10 M","17,09 M","10,72 M","9,08 M","8,31 M","11,00 M","7,41 M","8,34 M","8,15 M","7,43 M","4,07 M","3,82 M","3,69 M","3,62 M","3,12 M","3,07 M","1,44 M","2,05 M","1,08 M","513,00 Mil","-3,46 M","3,16 M","5,43 M","5,84 M","7,76 M","8,16 M","4,22 M","5,85 M","4,42 M","8,93 M","8,48 M","7,68 M","7,96 M"
Op. descontinuadas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lucro líquido,"20,13 M","34,14 M","23,80 M","23,68 M","24,43 M","22,34 M","22,15 M","22,45 M","24,23 M","88,42 M",0,0,0,"21,98 M","18,45 M","17,68 M","15,46 M","16,72 M","16,03 M","14,94 M","12,80 M","14,05 M","12,20 M","11,21 M","9,31 M","9,68 M","8,02 M","4,62 M","4,51 M","9,27 M","7,02 M","8,40 M","8,10 M","17,09 M","10,72 M","9,08 M","8,31 M","11,00 M","7,41 M","8,34 M","8,15 M","7,43 M","4,07 M","3,82 M","3,69 M","3,62 M","3,12 M","3,07 M","1,44 M","2,05 M","1,08 M","513,00 Mil","-3,46 M","3,16 M","5,43 M","5,84 M","7,76 M","8,16 M","4,22 M","5,85 M","4,42 M","8,93 M","8,48 M","7,68 M","7,96 M"
Dos controladores,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Dos não controladores,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
