Conta,4T2025,3T2025,2T2025,1T2025,4T2024,3T2024,2T2024,1T2024,4T2023,3T2023,2T2023,1T2023,4T2022,3T2022,2T2022,1T2022,4T2021,3T2021,2T2021,1T2021,4T2020,3T2020,2T2020,1T2020,4T2019,3T2019,2T2019,1T2019,4T2018,3T2018,2T2018,1T2018,4T2017,3T2017,2T2017,1T2017,4T2016,3T2016,2T2016,1T2016,4T2015,3T2015,2T2015,1T2015,4T2014,3T2014,2T2014,1T2014,4T2013,3T2013,2T2013,1T2013,4T2012,3T2012,2T2012,1T2012,4T2011,3T2011,2T2011,1T2011,4T2010,3T2010,2T2010,1T2010
Receita líquida,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"757,18 M"
Custos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-411,51 M"
Lucro bruto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"345,67 M"
Despesas operacionais,"-758,60 M","500,85 M","424,13 M","305,52 M","-181,23 M","463,83 M","518,42 M","333,55 M","432,49 M","485,05 M","158,43 M","752,88 M","660,13 M","1,10 B","974,54 M","912,53 M","2,91 B","1,16 B","2,25 B","1,70 B","261,46 M","857,80 M","289,76 M","51,57 M","-389,45 M","359,56 M","-25,39 M","-360,34 M","2,00 B","100,68 M","-616,05 M","-248,94 M","1,50 B","706,44 M","-59,82 M","461,57 M","92,20 M","101,05 M","218,92 M","369,71 M","-1,95 B","-246,31 M","263,94 M","-545,33 M","-321,15 M","-142,88 M","165,90 M","355,72 M","-886,75 M","495,63 M","40,03 M","370,67 M","-345,06 M","234,82 M","288,90 M","401,11 M","462,69 M","483,80 M","579,07 M","642,14 M","545,22 M","642,77 M","489,80 M","-127,91 M"
Despesas com vendas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Despesas administrativas,"-9,02 M","-8,27 M","-8,72 M","-8,53 M","-9,52 M","-6,00 M","-5,67 M","-5,10 M","-6,11 M","-5,04 M","-5,15 M","-5,11 M","-5,12 M","-4,91 M","-5,19 M","-5,22 M","-6,41 M","-8,38 M","-7,12 M","-5,36 M","-6,72 M","-4,09 M","-4,23 M","-2,99 M","-6,74 M","-4,03 M","-3,71 M","-2,67 M","-17,01 M","-3,44 M","-3,65 M","-2,23 M","-10,14 M","-3,54 M","-3,36 M","-2,13 M","-3,02 M","-7,48 M","-2,99 M","-1,67 M","-2,04 M","-2,90 M","-1,70 M","-1,94 M","-2,56 M","-2,15 M","-1,29 M","-1,45 M","-5,53 M","-1,99 M","-2,17 M","-2,55 M","-3,55 M","-2,97 M","-2,82 M","-3,21 M","-6,00 M","-2,95 M","-3,33 M","-3,87 M","-4,74 M","-4,31 M","-3,79 M","-36,26 M"
EBIT,"-758,60 M","500,85 M","424,13 M","305,52 M","-181,23 M","463,83 M","518,42 M","333,55 M","432,49 M","485,05 M","158,43 M","752,88 M","660,13 M","1,10 B","974,54 M","912,53 M","2,91 B","1,16 B","2,25 B","1,70 B","261,46 M","857,80 M","289,76 M","51,57 M","-389,45 M","359,56 M","-25,39 M","-360,34 M","2,00 B","100,68 M","-616,05 M","-248,94 M","1,50 B","706,44 M","-59,82 M","461,57 M","92,20 M","101,05 M","218,92 M","369,71 M","-1,95 B","-246,31 M","263,94 M","-545,33 M","-321,15 M","-142,88 M","165,90 M","355,72 M","-886,75 M","495,63 M","40,03 M","370,67 M","-345,06 M","234,82 M","288,90 M","401,11 M","462,69 M","483,80 M","579,07 M","642,14 M","545,22 M","642,77 M","489,80 M","217,76 M"
Resultado operacional,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Resultado financeiro,"16,64 M","15,36 M","30,09 M","12,99 M","15,04 M","11,51 M","19,64 M","11,45 M","16,80 M","13,74 M","19,16 M","18,07 M","24,19 M","21,43 M","21,83 M","13,84 M","48,46 M","4,90 M","5,77 M","2,85 M","2,23 M","986,00 Mil","1,04 M","2,19 M","1,47 M","1,85 M","3,13 M","6,08 M","-20,66 M","-9,45 M","-5,19 M","-265,00 Mil","-13,62 M","-26,19 M","-25,95 M","-33,41 M","-33,98 M","-35,17 M","-32,37 M","-30,48 M","-29,40 M","-30,33 M","-19,65 M","-21,66 M","-20,46 M","-23,16 M","-20,92 M","-22,37 M","-20,22 M","-18,99 M","-13,92 M","-12,71 M","-13,17 M","-16,08 M","-14,93 M","-17,32 M","-17,81 M","-23,75 M","-20,82 M","-18,30 M","-16,78 M","-17,91 M","-14,06 M","-84,96 M"
Antes dos impostos,"-741,95 M","516,21 M","454,22 M","318,51 M","-166,19 M","475,34 M","538,05 M","345,00 M","449,29 M","498,79 M","177,59 M","770,95 M","684,33 M","1,12 B","996,37 M","926,37 M","2,96 B","1,16 B","2,26 B","1,70 B","263,70 M","858,79 M","290,81 M","53,76 M","-387,97 M","361,41 M","-22,25 M","-354,26 M","1,98 B","91,23 M","-621,24 M","-249,20 M","1,49 B","680,25 M","-85,77 M","428,17 M","58,21 M","65,87 M","186,56 M","339,23 M","-1,98 B","-276,64 M","244,29 M","-566,99 M","-341,61 M","-166,04 M","144,98 M","333,34 M","-906,97 M","476,65 M","26,12 M","357,97 M","-358,23 M","218,74 M","273,97 M","383,79 M","444,88 M","460,05 M","558,25 M","623,84 M","528,45 M","624,86 M","475,74 M","132,80 M"
