Conta,1T2026,4T2025,3T2025,2T2025,1T2025,4T2024,3T2024,2T2024,1T2024,4T2023,3T2023,2T2023,1T2023,4T2022,3T2022,2T2022,1T2022,4T2021,3T2021,2T2021,1T2021,4T2020,3T2020,2T2020,1T2020,4T2019,3T2019,2T2019,1T2019,4T2018,3T2018,2T2018,1T2018,4T2017,3T2017,2T2017,1T2017,4T2016,3T2016,2T2016,1T2016,4T2015,3T2015,2T2015,1T2015,4T2014,3T2014,2T2014,1T2014,4T2013,3T2013,2T2013,1T2013,4T2012,3T2012,2T2012,1T2012,4T2011,3T2011,2T2011,1T2011,4T2010,4T2009
Ativo total,"75,64 B","73,29 B","71,18 B","74,36 B","70,92 B",0,"70,56 B","68,21 B","66,81 B","65,73 B","64,85 B","66,82 B","66,14 B","63,17 B","63,77 B","65,01 B","63,01 B","60,30 B","60,54 B","62,81 B","61,80 B","61,82 B","57,67 B","59,02 B","59,12 B","58,63 B","60,00 B","59,68 B","59,77 B","58,68 B","58,79 B","57,83 B","56,59 B","54,26 B","52,07 B","50,61 B","48,35 B","46,32 B","43,57 B","42,68 B","41,99 B","41,42 B","41,52 B","40,57 B","39,41 B","38,20 B","38,06 B","36,41 B","34,95 B","33,82 B","33,86 B","33,79 B","32,39 B","31,89 B","31,11 B","29,65 B","27,49 B","26,44 B","25,64 B","24,80 B","24,71 B","23,78 B","19,15 B"
Ativo circulante,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,"26,68 B","18,51 B","15,86 B","13,24 B","13,10 B","13,33 B","15,51 B","13,93 B","15,47 B","16,41 B","17,89 B","21,67 B","22,58 B","22,28 B","21,19 B","20,93 B","18,45 B","20,99 B","19,70 B","19,13 B","19,93 B","21,27 B","21,99 B","23,97 B","23,10 B","22,63 B","22,55 B","17,59 B","16,33 B","15,35 B","15,83 B","15,65 B","15,04 B","14,31 B","14,43 B","12,83 B","11,78 B","10,58 B","10,56 B","10,50 B","10,28 B","10,84 B","11,10 B"
Caixa e eq. de caixa,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Aplicações financeiras,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Contas a receber,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Estoques,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Ativos biológicos,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Ativo não circulante,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Investimentos,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Imobilizado,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
