Conta,1T2026,4T2025,3T2025,2T2025,1T2025,4T2024,3T2024,2T2024,1T2024,4T2023,3T2023,2T2023,1T2023,4T2022,3T2022,2T2022,1T2022,4T2021,3T2021,2T2021,1T2021,4T2020,3T2020,2T2020,1T2020,4T2019,3T2019,2T2019,1T2019,4T2018,3T2018,2T2018,1T2018,4T2017,3T2017,2T2017,1T2017,4T2016,3T2016,2T2016,1T2016,4T2015,3T2015,2T2015,1T2015,4T2014,3T2014,2T2014,1T2014,4T2013,3T2013,2T2013,1T2013,4T2012,3T2012,2T2012,1T2012,4T2011,3T2011,2T2011,1T2011,4T2010,3T2010,2T2010,1T2010
Receita líquida,"826,98 M","901,81 M","617,54 M","694,06 M","525,68 M","936,30 M","545,16 M","539,71 M","523,62 M","570,56 M","506,61 M","487,62 M","464,78 M","504,45 M","449,02 M","430,50 M","413,64 M","438,93 M","317,09 M","271,17 M","261,21 M","296,11 M","210,74 M","254,05 M","320,67 M","360,85 M","323,04 M","319,36 M","302,34 M","341,91 M","298,96 M","301,26 M","287,01 M","317,92 M","286,22 M","278,46 M","273,78 M","305,69 M","265,29 M","265,03 M","273,94 M","293,47 M","257,71 M","253,74 M","260,12 M","317,72 M","273,57 M","268,61 M","253,56 M","266,17 M","247,69 M","236,50 M","222,69 M","240,25 M","204,69 M","190,93 M","322,51 M","194,10 M","165,66 M","158,68 M","157,81 M","178,39 M","146,51 M","143,09 M","136,38 M"
Custos,"-228,29 M","-129,16 M","-121,56 M","-163,25 M","-85,05 M","-174,56 M","-88,10 M","-89,33 M","-71,39 M","-78,45 M","-72,25 M","-68,85 M","-74,32 M","-77,50 M","-85,49 M","-82,77 M","-93,15 M","-77,08 M","-64,74 M","-65,55 M","-64,01 M","-66,42 M","-70,91 M","-66,22 M","-71,23 M","-40,15 M","-78,53 M","-78,12 M","-75,37 M","-67,81 M","-71,03 M","-73,77 M","-66,34 M","-72,63 M","-71,00 M","-63,65 M","-66,04 M","-62,82 M","-69,39 M","-65,03 M","-63,82 M","-58,88 M","-62,72 M","-57,42 M","-62,24 M","-75,46 M","-76,46 M","-74,24 M","-71,11 M","-75,01 M","-70,12 M","-68,14 M","-55,54 M","-45,94 M","-41,71 M","-43,07 M","-108,34 M","-37,25 M","-35,86 M","-36,05 M","-39,71 M","-26,82 M","-36,35 M","-34,74 M","-27,04 M"
Lucro bruto,"598,69 M","772,65 M","495,98 M","530,80 M","440,63 M","761,74 M","457,06 M","450,38 M","452,23 M","492,11 M","434,35 M","418,77 M","390,46 M","426,95 M","363,53 M","347,72 M","320,49 M","361,85 M","252,34 M","205,62 M","197,20 M","229,69 M","139,83 M","187,83 M","249,44 M","320,70 M","244,51 M","241,24 M","226,97 M","274,11 M","227,93 M","227,48 M","220,67 M","245,29 M","215,22 M","214,81 M","207,74 M","242,87 M","195,89 M","200,00 M","210,12 M","234,59 M","194,99 M","196,32 M","197,88 M","242,26 M","197,11 M","194,36 M","182,45 M","191,16 M","177,57 M","168,36 M","167,15 M","194,31 M","162,99 M","147,85 M","214,16 M","156,85 M","129,80 M","122,63 M","118,10 M","151,57 M","110,16 M","108,36 M","109,34 M"
Despesas operacionais,"-117,38 M","-99,06 M","-92,29 M","-104,25 M","-78,88 M","-130,90 M","-90,27 M","-94,74 M","-95,97 M","-132,94 M","-79,26 M","-85,44 M","-79,67 M","-104,83 M","-93,91 M","-113,28 M","-78,17 M","-135,79 M","-86,10 M","-70,19 M","-113,41 M","-132,96 M","503,30 M","-65,92 M","35,23 M","-127,94 M","-67,98 M","-83,03 M","-49,93 M","-96,24 M","-54,59 M","-23,39 M","-39,48 M","-49,31 M","-81,40 M","-49,53 M","-67,14 M","-46,43 M","-51,01 M","-45,37 M","-51,84 M","-47,13 M","-53,75 M","-50,84 M","-44,49 M","-59,41 M","-54,47 M","-47,13 M","-25,70 M","-88,70 M","-45,09 M","-48,57 M","-35,87 M","-45,05 M","-47,48 M","-45,03 M","-40,67 M","-39,11 M","-33,37 M","-30,42 M","-29,58 M","-53,46 M","-47,91 M","-37,90 M","-34,59 M"
Despesas com vendas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Despesas administrativas,"-101,69 M","-39,91 M","-80,14 M","-92,29 M","-68,97 M","-51,50 M","-77,84 M","-78,18 M","-87,47 M","-58,38 M","-75,53 M","-90,87 M","-79,70 M","-58,06 M","-82,55 M","-90,13 M","-75,00 M","-69,20 M","-72,00 M","-74,30 M","-77,61 M","-106,63 M","-49,60 M","-54,37 M","-27,11 M","-53,63 M","-62,13 M","-78,43 M","-57,88 M","-85,55 M","-48,92 M","-21,35 M","-38,50 M","-3,38 M","-73,62 M","-46,34 M","-64,89 M","-30,13 M","-48,96 M","-52,01 M","-46,30 M","-35,27 M","-47,11 M","-46,24 M","-34,34 M","-37,96 M","-47,17 M","-46,16 M","-42,13 M","-48,37 M","-42,56 M","-48,26 M","-32,33 M","-31,84 M","-48,75 M","-43,93 M","-38,74 M","-27,16 M","-34,53 M","-32,32 M","-28,97 M","-45,03 M","-36,88 M","-37,16 M","-20,07 M"
EBIT,"481,31 M","673,60 M","403,69 M","426,55 M","361,75 M","630,85 M","366,79 M","355,64 M","356,26 M","359,17 M","355,09 M","333,33 M","310,79 M","322,12 M","269,62 M","234,44 M","242,32 M","226,06 M","166,24 M","135,43 M","83,78 M","96,73 M","643,13 M","121,91 M","284,68 M","192,76 M","176,53 M","158,20 M","177,04 M","177,87 M","173,35 M","204,09 M","181,19 M","195,98 M","133,81 M","165,28 M","140,60 M","196,45 M","144,88 M","154,63 M","158,28 M","187,46 M","141,24 M","145,48 M","153,38 M","182,85 M","142,63 M","147,23 M","156,74 M","102,46 M","132,49 M","119,79 M","131,28 M","149,25 M","115,51 M","102,82 M","173,50 M","117,74 M","96,43 M","92,21 M","88,53 M","98,11 M","62,26 M","70,46 M","74,75 M"
Resultado operacional,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Resultado financeiro,"-148,84 M","-149,06 M","-162,83 M","-134,82 M","-90,94 M","-75,03 M","-38,52 M","-42,83 M","-36,13 M","-49,08 M","-52,34 M","-58,17 M","-67,74 M","-64,00 M","-62,72 M","-61,58 M","-53,51 M","-61,10 M","-25,16 M","-13,83 M","-14,05 M","-8,84 M","-20,20 M","-23,94 M","-23,14 M","-30,27 M","-41,55 M","-39,50 M","-34,19 M","-34,57 M","-37,98 M","-38,96 M","-30,09 M","-37,01 M","-47,79 M","-55,03 M","-57,23 M","-64,35 M","-52,80 M","-46,19 M","-48,58 M","-46,98 M","-51,03 M","-42,54 M","-44,47 M","-42,73 M","-41,75 M","-38,61 M","-39,36 M","-35,73 M","-19,15 M","-27,89 M","-30,54 M","-20,22 M","-8,34 M","-6,20 M","-7,17 M","3,58 M","8,81 M","7,61 M","11,56 M","8,61 M","15,36 M","10,43 M","9,14 M"
Antes dos impostos,"332,47 M","524,54 M","240,86 M","291,73 M","270,81 M","555,82 M","328,27 M","312,81 M","320,13 M","310,08 M","302,74 M","275,16 M","243,05 M","258,12 M","206,91 M","172,86 M","188,81 M","164,96 M","141,08 M","121,60 M","69,73 M","87,90 M","622,93 M","97,97 M","261,53 M","162,49 M","134,97 M","118,70 M","142,85 M","143,29 M","135,36 M","165,13 M","151,10 M","158,97 M","86,03 M","110,25 M","83,37 M","132,09 M","92,08 M","108,44 M","109,70 M","140,47 M","90,21 M","102,94 M","108,91 M","140,12 M","100,88 M","108,62 M","117,38 M","66,73 M","113,33 M","91,89 M","100,75 M","129,03 M","107,17 M","96,62 M","166,32 M","121,32 M","105,24 M","99,82 M","100,08 M","106,72 M","77,62 M","80,89 M","83,89 M"
