Conta,1T2026,4T2025,3T2025,2T2025,1T2025,4T2024,3T2024,2T2024,1T2024,4T2023,3T2023,2T2023,1T2023,4T2022,3T2022,2T2022,1T2022,4T2021,3T2021,2T2021,1T2021,4T2020,3T2020,2T2020,1T2020,4T2019,3T2019,2T2019,1T2019,4T2018,3T2018,2T2018,1T2018,4T2017,3T2017,2T2017,1T2017,4T2016,3T2016,2T2016,1T2016,4T2015,3T2015,2T2015,1T2015,4T2014,3T2014,2T2014,1T2014,4T2013,3T2013,2T2013,1T2013,4T2012,3T2012,2T2012,1T2012,4T2011,3T2011,2T2011,1T2011,4T2010,3T2010,2T2010,1T2010
Receita líquida,"55,37 M","71,09 M","56,45 M","48,90 M","49,97 M","65,34 M","49,24 M","41,99 M","41,38 M","41,99 M","43,39 M","37,45 M","40,17 M","48,50 M","37,65 M","25,86 M","29,85 M","27,36 M","20,21 M","18,16 M","16,41 M","17,03 M","16,46 M","14,78 M","16,05 M","16,50 M","17,96 M","14,92 M","14,21 M","14,04 M","12,87 M","11,46 M","10,51 M","12,42 M","11,66 M","13,89 M","11,42 M","16,97 M","20,73 M","22,74 M","25,80 M","26,14 M","25,17 M","29,07 M","31,00 M","42,05 M","38,53 M","38,64 M","38,24 M","40,90 M","45,18 M","41,64 M","40,55 M","36,15 M","26,96 M","27,52 M","26,66 M","26,23 M","41,27 M","22,26 M","17,50 M","21,71 M","20,35 M","20,73 M","19,60 M"
Custos,"-39,34 M","-39,79 M","-37,49 M","-32,49 M","-30,74 M","-53,32 M","-30,10 M","-30,20 M","-29,48 M","-28,13 M","-27,38 M","-26,30 M","-24,51 M","-24,40 M","-21,78 M","-17,68 M","-18,40 M","-16,66 M","-12,88 M","-12,15 M","-11,06 M","-13,24 M","-11,09 M","-11,40 M","-10,61 M","-12,14 M","-11,90 M","-10,08 M","-9,14 M","-8,53 M","-8,57 M","-8,71 M","-7,43 M","-7,96 M","-8,59 M","-8,66 M","-9,10 M","-10,25 M","-14,40 M","-16,50 M","-20,37 M","-21,47 M","-20,81 M","-24,38 M","-26,76 M","-28,47 M","-33,55 M","-30,35 M","-29,14 M","-30,14 M","-30,06 M","-29,67 M","-24,25 M","-23,59 M","-23,98 M","-21,64 M","-20,35 M","-19,80 M","-31,87 M","-16,21 M","-13,24 M","-10,95 M","-13,39 M","-14,95 M","-12,97 M"
Lucro bruto,"16,02 M","31,30 M","18,96 M","16,41 M","19,23 M","12,02 M","19,14 M","11,79 M","11,90 M","13,86 M","16,01 M","11,15 M","15,66 M","24,10 M","15,87 M","8,18 M","11,45 M","10,70 M","7,33 M","6,01 M","5,34 M","3,79 M","5,37 M","3,38 M","5,44 M","4,36 M","6,06 M","4,84 M","5,07 M","5,51 M","4,29 M","2,74 M","3,08 M","4,46 M","3,06 M","5,23 M","2,32 M","6,72 M","6,33 M","6,24 M","5,44 M","4,67 M","4,36 M","4,69 M","4,23 M","13,58 M","4,98 M","8,29 M","9,10 M","10,76 M","15,12 M","11,97 M","16,31 M","12,56 M","2,98 M","5,88 M","6,31 M","6,42 M","9,40 M","6,05 M","4,27 M","10,76 M","6,97 M","5,78 M","6,63 M"
Despesas operacionais,"-10,47 M","-8,66 M","-8,33 M","-9,72 M","-8,85 M","-1,46 M","-9,18 M","-9,76 M","-13,69 M","-7,59 M","-10,10 M","-8,69 M","-9,91 M","-11,33 M","-8,19 M","-9,95 M","-8,03 M","-1,38 M","-4,01 M","-4,63 M","-4,85 M","-3,15 M","-3,99 M","12,97 M","-5,23 M","-4,25 M","-3,64 M","-4,12 M","-5,60 M","-405,00 Mil","-3,22 M","-6,00 M","-4,99 M","-1,25 M","-4,72 M","-3,70 M","-5,49 M","-9,09 M","-6,17 M","-6,27 M","-6,09 M","-16,30 M","-7,66 M","-5,41 M","-6,73 M","-8,81 M","-7,54 M","-5,91 M","-6,94 M","-6,39 M","-5,42 M","-5,79 M","-5,92 M","87,76 M","-5,44 M","-6,22 M","-3,90 M","-4,58 M","-7,09 M","-4,45 M","-4,04 M","-6,70 M","-4,19 M","-3,60 M","-4,17 M"
Despesas com vendas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Despesas administrativas,"-8,10 M","-9,58 M","-8,73 M","-7,98 M","-7,08 M","-9,02 M","-6,93 M","-6,81 M","-6,88 M","-7,14 M","-7,69 M","-7,17 M","-7,69 M","-7,35 M","-5,59 M","-6,74 M","-5,22 M","-4,00 M","-3,94 M","-4,43 M","-4,43 M","-3,92 M","-4,28 M","-4,01 M","-3,95 M","-3,93 M","-2,97 M","-3,72 M","-3,87 M","-3,73 M","-4,15 M","-4,84 M","-4,65 M","-3,76 M","-4,16 M","-3,96 M","-5,25 M","-4,06 M","-6,12 M","-6,16 M","-5,57 M","-16,38 M","-7,50 M","-6,49 M","-6,70 M","-8,92 M","-7,55 M","-5,93 M","-6,94 M","-7,33 M","-5,24 M","-5,64 M","-5,91 M","-4,45 M","-5,44 M","-5,82 M","-4,12 M","-5,29 M","-9,07 M","-4,65 M","-4,17 M","-6,05 M","-4,45 M","-3,62 M","-4,24 M"
EBIT,"5,55 M","22,64 M","10,63 M","6,69 M","10,38 M","10,56 M","9,96 M","2,03 M","-1,79 M","6,26 M","5,91 M","2,46 M","5,75 M","12,77 M","7,69 M","-1,76 M","3,42 M","9,31 M","3,32 M","1,38 M","493,00 Mil","635,00 Mil","1,38 M","16,35 M","205,00 Mil","107,00 Mil","2,42 M","726,00 Mil","-532,00 Mil","5,11 M","1,07 M","-3,26 M","-1,91 M","3,21 M","-1,66 M","1,53 M","-3,17 M","-2,37 M","158,00 Mil","-27,00 Mil","-650,00 Mil","-11,63 M","-3,30 M","-719,00 Mil","-2,50 M","4,77 M","-2,55 M","2,38 M","2,16 M","4,37 M","9,70 M","6,18 M","10,39 M","100,32 M","-2,46 M","-334,00 Mil","2,41 M","1,84 M","2,30 M","1,60 M","231,00 Mil","4,07 M","2,78 M","2,18 M","2,46 M"
Resultado operacional,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Resultado financeiro,"-127,00 Mil","1,07 M","1,08 M","233,00 Mil","-483,00 Mil","2,76 M","-158,00 Mil","2,10 M","842,00 Mil","1,37 M","-1,39 M","76,00 Mil","753,00 Mil","857,00 Mil","1,21 M","1,94 M","-1,23 M","1,44 M","1,41 M","-1,01 M","1,59 M","-578,00 Mil","1,67 M","228,00 Mil","2,86 M","-63,00 Mil","1,12 M","211,00 Mil","669,00 Mil","52,00 Mil","742,00 Mil","4,44 M","555,00 Mil","2,46 M","-200,00 Mil","945,00 Mil","180,00 Mil","-847,00 Mil","928,00 Mil","-674,00 Mil","-394,00 Mil","482,00 Mil","4,51 M","426,00 Mil","2,83 M","1,87 M","1,83 M","1,38 M","872,00 Mil","345,00 Mil","1,50 M","2,90 M","1,31 M","326,00 Mil","426,00 Mil","978,00 Mil","231,00 Mil","611,00 Mil","4,51 M","1,66 M","198,00 Mil","-2,70 M","-12,00 Mil","1,16 M","378,00 Mil"
Antes dos impostos,"5,43 M","23,71 M","11,70 M","6,92 M","9,90 M","13,32 M","9,80 M","4,13 M","-948,00 Mil","7,64 M","4,52 M","2,53 M","6,50 M","13,63 M","8,90 M","178,00 Mil","2,20 M","10,76 M","4,73 M","373,00 Mil","2,08 M","57,00 Mil","3,05 M","16,58 M","3,06 M","44,00 Mil","3,54 M","937,00 Mil","137,00 Mil","5,16 M","1,82 M","1,18 M","-1,35 M","5,67 M","-1,86 M","2,48 M","-2,99 M","-3,21 M","1,09 M","-701,00 Mil","-1,04 M","-11,15 M","1,21 M","-293,00 Mil","335,00 Mil","6,64 M","-724,00 Mil","3,75 M","3,03 M","4,72 M","11,21 M","9,08 M","11,70 M","100,65 M","-2,04 M","644,00 Mil","2,64 M","2,45 M","6,81 M","3,26 M","429,00 Mil","1,36 M","2,77 M","3,33 M","2,84 M"
