Conta,1T2026,4T2025,3T2025,2T2025,1T2025,4T2024,3T2024,2T2024,1T2024,4T2023,3T2023,2T2023,1T2023,4T2022,3T2022,2T2022,1T2022,4T2021,3T2021,2T2021,1T2021,4T2020,3T2020,2T2020,1T2020,4T2019,3T2019,2T2019,1T2019,4T2018,3T2018,2T2018,1T2018,4T2017,3T2017,2T2017,1T2017,4T2016,3T2016,2T2016,1T2016,4T2015,3T2015,2T2015,1T2015,4T2014,3T2014,2T2014,1T2014,4T2013,3T2013,2T2013,1T2013,4T2012,3T2012,2T2012,1T2012,4T2011,3T2011,2T2011,1T2011,4T2010,3T2010,2T2010,1T2010
Receita líquida,"663,70 M","833,06 M","678,32 M","697,29 M","649,84 M","796,45 M","657,38 M","641,66 M","644,36 M","787,64 M","653,04 M","650,18 M","621,41 M","312,45 M","273,05 M","258,46 M","267,36 M","284,82 M","239,45 M","216,41 M","197,00 M","224,79 M","171,15 M","172,35 M","229,29 M","281,51 M","200,48 M","133,37 M","127,27 M","149,57 M","121,12 M","88,62 M","89,12 M","94,77 M","86,90 M","88,11 M","85,08 M","93,07 M","83,36 M","82,32 M","83,54 M","86,55 M","83,44 M","79,97 M","81,23 M","86,62 M","80,65 M","77,11 M","74,34 M","78,30 M","67,03 M","65,69 M","64,74 M","70,65 M","64,30 M","65,27 M","56,63 M","61,52 M","54,75 M","53,20 M","49,71 M","52,15 M","45,19 M","45,41 M","42,26 M"
Custos,"-190,99 M","-231,08 M","-160,93 M","-180,44 M","-173,90 M","-180,24 M","-178,09 M","-178,78 M","-181,87 M","-199,73 M","-187,62 M","-222,37 M","-217,17 M","-74,05 M","-79,32 M","-77,43 M","-79,20 M","-79,16 M","-78,23 M","-71,82 M","-71,59 M","-72,85 M","-66,93 M","-56,30 M","-73,48 M","-76,77 M","-59,98 M","-32,28 M","-31,34 M","-35,23 M","-30,20 M","-19,80 M","-18,33 M","-19,97 M","-20,11 M","-21,04 M","-22,01 M","-21,31 M","-22,61 M","-20,64 M","-19,81 M","-21,80 M","-19,84 M","-19,81 M","-18,27 M","-19,36 M","-19,38 M","-18,55 M","-18,38 M","-18,29 M","-14,59 M","-14,00 M","-11,84 M","-11,61 M","-10,59 M","-11,38 M","-9,60 M","-8,85 M","-9,75 M","-9,65 M","-8,56 M","-7,59 M","-11,08 M","-7,10 M","-7,76 M"
Lucro bruto,"472,71 M","601,99 M","517,38 M","516,86 M","475,94 M","616,21 M","479,29 M","462,88 M","462,49 M","587,91 M","465,42 M","427,81 M","404,24 M","238,40 M","193,72 M","181,04 M","188,16 M","205,66 M","161,23 M","144,59 M","125,41 M","151,95 M","104,23 M","116,05 M","155,81 M","204,74 M","140,50 M","101,09 M","95,93 M","114,34 M","90,92 M","68,82 M","70,80 M","74,80 M","66,79 M","67,07 M","63,07 M","71,76 M","60,76 M","61,68 M","63,73 M","64,74 M","63,60 M","60,16 M","62,96 M","67,26 M","61,27 M","58,56 M","55,96 M","60,01 M","52,45 M","51,68 M","52,90 M","59,05 M","53,72 M","53,88 M","47,03 M","52,67 M","45,00 M","43,55 M","41,16 M","44,55 M","34,11 M","38,31 M","34,50 M"
Despesas operacionais,"-56,26 M","-201,66 M","-171,63 M","-171,26 M","-28,26 M","-167,80 M","-165,89 M","-51,05 M","-183,03 M","-405,32 M","-247,78 M","-108,97 M","4,29 B","-181,55 M","-32,78 M","-73,77 M","-43,66 M","-14,84 M","-48,98 M","-30,92 M","-52,08 M","-126,20 M","-43,94 M","-44,02 M","6,36 M","-33,00 M","-219,05 M","-17,56 M","-18,60 M","-3,92 M","-15,13 M","93,41 M","-4,44 M","40,47 M","-6,97 M","81,40 M","-4,24 M","107,45 M","-5,34 M","26,81 M","-408,00 Mil","-522,00 Mil","-6,02 M","96,08 M","-5,83 M","125,34 M","-4,66 M","65,48 M","-6,86 M","149,49 M","-5,80 M","190,85 M","-3,74 M","35,59 M","3,44 M","169,85 M","-5,89 M","65,42 M","64,43 M","69,85 M","68,38 M","72,38 M","26,93 M","19,03 M","12,14 M"
Despesas com vendas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Despesas administrativas,"-163,03 M","-179,64 M","-175,51 M","-165,03 M","-172,33 M","-177,51 M","-181,74 M","-175,12 M","-169,84 M","-206,97 M","-154,35 M","-150,11 M","-137,95 M","-67,88 M","-52,51 M","-51,09 M","-49,76 M","-42,84 M","-44,27 M","-52,97 M","-55,09 M","-50,28 M","-46,88 M","-43,82 M","-46,32 M","-36,48 M","-33,86 M","-23,84 M","-32,89 M","-26,69 M","-24,24 M","-5,78 M","-6,30 M","-5,14 M","-8,68 M","-8,38 M","-5,75 M","-5,86 M","-7,19 M","-9,58 M","-6,92 M","-6,35 M","-7,47 M","-6,63 M","-7,49 M","-6,01 M","-6,34 M","-5,87 M","-6,80 M","-5,13 M","-7,50 M","-4,97 M","-4,66 M","-4,09 M","-4,63 M","-5,80 M","-5,45 M","-4,00 M","-5,65 M","-3,17 M","-4,06 M","-4,88 M","-1,74 M","-7,32 M","-3,23 M"
EBIT,"416,45 M","400,32 M","345,76 M","345,60 M","447,68 M","448,41 M","313,40 M","411,83 M","279,47 M","182,59 M","217,64 M","318,84 M","4,69 B","56,85 M","160,95 M","107,26 M","144,50 M","190,82 M","112,24 M","113,67 M","73,33 M","25,74 M","60,29 M","72,04 M","162,16 M","171,74 M","-78,56 M","83,53 M","77,33 M","110,42 M","75,79 M","162,22 M","66,36 M","115,26 M","59,82 M","148,47 M","58,83 M","179,20 M","55,42 M","88,50 M","63,33 M","64,22 M","57,58 M","156,24 M","57,13 M","192,60 M","56,61 M","124,04 M","49,10 M","209,50 M","46,65 M","242,53 M","49,16 M","94,64 M","57,15 M","223,73 M","41,14 M","118,09 M","109,43 M","113,40 M","109,53 M","116,93 M","61,05 M","57,35 M","46,64 M"
Resultado operacional,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Resultado financeiro,"-181,42 M","-133,12 M","-138,74 M","-92,25 M","-157,65 M","-277,26 M","-138,44 M","-66,04 M","-103,19 M","-108,68 M","-155,73 M","-95,89 M","-143,58 M","-59,60 M","-50,75 M","-52,66 M","-51,34 M","-71,84 M","-17,90 M","-29,77 M","-30,66 M","5,69 M","-23,62 M","-14,99 M","-21,05 M","-47,71 M","-38,81 M","-33,43 M","-29,63 M","-38,90 M","-39,17 M","-14,02 M","-13,74 M","-22,76 M","-13,58 M","-12,10 M","-14,82 M","-14,03 M","-15,26 M","-15,19 M","-18,66 M","-18,55 M","-13,47 M","-16,49 M","-18,38 M","-13,88 M","-12,22 M","-14,57 M","-14,43 M","-11,80 M","-5,55 M","-7,00 M","-6,67 M","-11,02 M","-3,78 M","-1,98 M","2,52 M","8,15 M","7,34 M","7,79 M","-116,00 Mil","268,00 Mil","-6,98 M","2,64 M","-365,00 Mil"
Antes dos impostos,"235,03 M","267,19 M","207,02 M","253,35 M","290,03 M","171,16 M","174,97 M","345,79 M","176,28 M","73,91 M","61,91 M","222,96 M","4,55 B","-2,75 M","110,20 M","54,60 M","93,17 M","118,99 M","94,34 M","83,89 M","42,66 M","31,43 M","36,67 M","57,05 M","141,11 M","124,02 M","-117,36 M","50,10 M","47,70 M","71,52 M","36,63 M","148,21 M","52,62 M","92,50 M","46,23 M","136,38 M","44,01 M","165,18 M","40,16 M","73,30 M","44,66 M","45,67 M","44,11 M","139,75 M","38,75 M","178,73 M","44,39 M","109,47 M","34,67 M","197,71 M","41,10 M","235,53 M","42,49 M","83,62 M","53,37 M","221,75 M","43,66 M","126,24 M","116,77 M","121,19 M","109,42 M","117,20 M","54,06 M","59,99 M","46,28 M"
Imposto,"31,92 M","14,13 M","-51,10 M","-23,41 M","-11,93 M","29,98 M","-39,90 M","2,62 M","-48,90 M","189,84 M","-10,26 M","-43,59 M","-1,55 B","9,41 M","-1,76 M","-16,99 M","-23,74 M","13,29 M","-26,91 M","-15,60 M","7,73 M","-18,84 M","-8,26 M","-11,86 M","-24,82 M","-4,26 M","-15,57 M","-10,42 M","-17,59 M","-8,77 M","-13,51 M","-52,08 M","-10,01 M","-13,48 M","-8,49 M","-34,80 M","-10,10 M","-38,82 M","-8,17 M","-17,68 M","-10,85 M","-11,82 M","-8,06 M","-38,24 M","-6,12 M","-49,16 M","-7,48 M","-28,61 M","-7,23 M","-80,47 M","-9,37 M","-46,83 M","-11,66 M","-19,14 M","-12,78 M","-49,35 M","-11,33 M","-31,66 M","-24,09 M","-30,38 M","-23,18 M","-28,07 M","-14,14 M","-13,09 M","-9,46 M"
Op. continuadas,"266,95 M","281,33 M","155,92 M","229,94 M","278,10 M","201,14 M","135,07 M","348,40 M","127,37 M","263,75 M","51,65 M","179,37 M","3,00 B","6,66 M","108,44 M","37,62 M","69,43 M","132,28 M","67,44 M","68,30 M","50,40 M","12,59 M","28,41 M","45,19 M","116,29 M","119,77 M","-132,94 M","39,69 M","30,11 M","62,76 M","23,11 M","96,13 M","42,61 M","79,02 M","37,74 M","101,58 M","33,91 M","126,36 M","31,99 M","55,62 M","33,81 M","33,85 M","36,05 M","101,51 M","32,64 M","129,57 M","36,91 M","80,86 M","27,44 M","117,24 M","31,73 M","188,70 M","30,83 M","64,48 M","40,59 M","172,40 M","32,34 M","94,58 M","92,67 M","90,82 M","86,24 M","89,13 M","39,92 M","46,89 M","36,81 M"
Op. descontinuadas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lucro líquido,"266,95 M","281,33 M","155,92 M","229,94 M","278,10 M","201,14 M","135,07 M","348,40 M","127,37 M","263,75 M","51,65 M","179,37 M","3,00 B","6,66 M","108,44 M","37,62 M","69,43 M","132,28 M","67,44 M","68,30 M","50,40 M","12,59 M","28,41 M","45,19 M","116,29 M","119,77 M","-132,94 M","39,69 M","30,11 M","62,76 M","23,11 M","96,13 M","42,61 M","79,02 M","37,74 M","101,58 M","33,91 M","126,36 M","31,99 M","55,62 M","33,81 M","33,85 M","36,05 M","101,51 M","32,64 M","129,57 M","36,91 M","80,86 M","27,44 M","117,24 M","31,73 M","188,70 M","30,83 M","64,48 M","40,59 M","172,40 M","32,34 M","94,58 M","92,67 M","90,82 M","86,24 M","89,13 M","39,92 M","46,89 M","36,81 M"
Dos controladores,"248,30 M","252,23 M","125,86 M","201,40 M","254,67 M","168,57 M","112,77 M","326,11 M","91,07 M","235,31 M","23,68 M","152,99 M","2,97 B","-17,00 M","93,36 M","23,56 M","55,95 M","115,70 M","60,58 M","56,70 M","41,88 M","5,24 M","24,18 M","35,73 M","103,91 M","100,62 M","-143,69 M","37,31 M","27,79 M","61,25 M","21,28 M","41,73 M","24,87 M","45,19 M","20,95 M","54,61 M","17,66 M","57,45 M","16,27 M","3,87 M","18,72 M","-13,53 M","21,84 M","69,48 M","19,33 M","76,12 M","23,82 M","41,90 M","15,13 M","74,60 M","19,56 M","112,48 M","19,31 M","28,13 M","29,29 M","106,06 M","22,05 M","50,86 M","58,47 M","59,16 M","62,56 M","58,96 M","27,31 M","31,62 M","21,31 M"
