Conta,1T2026,4T2025,3T2025,2T2025,1T2025,4T2024,3T2024,2T2024,1T2024,4T2023,3T2023,2T2023,1T2023,4T2022,3T2022,2T2022,1T2022,4T2021,3T2021,2T2021,1T2021,4T2020,3T2020,2T2020,1T2020,4T2019,3T2019,2T2019,1T2019,4T2018,3T2018,2T2018,1T2018,4T2017,3T2017,2T2017,1T2017,4T2016,3T2016,2T2016,1T2016,4T2015,3T2015,2T2015,1T2015,4T2014,3T2014,2T2014,1T2014,4T2013,3T2013,2T2013,1T2013,4T2012,3T2012,2T2012,1T2012,4T2011,3T2011,2T2011,1T2011,4T2010,3T2010,2T2010,1T2010
Receita líquida,"1,67 B","1,95 B","2,03 B","1,93 B","1,68 B","1,61 B","1,92 B","1,85 B","1,64 B","1,79 B","1,78 B","1,63 B","1,25 B","1,47 B","1,57 B","1,44 B","1,10 B","1,07 B","1,23 B","1,16 B","965,02 M","990,35 M","1,01 B","928,51 M","674,73 M","701,69 M","856,50 M","815,56 M","827,06 M","992,66 M","1,00 B","911,57 M","820,63 M","903,99 M","896,53 M","893,95 M","798,33 M","809,85 M","888,01 M","832,34 M","749,22 M","885,39 M","801,70 M","765,29 M","720,36 M","846,55 M","790,24 M","755,75 M","670,52 M","843,79 M","815,28 M","748,19 M","630,88 M","775,46 M","749,41 M","765,28 M","699,66 M","727,48 M","765,24 M","720,07 M","649,58 M","599,90 M","492,15 M","600,02 M","555,05 M"
Custos,"-951,89 M","-1,05 B","-1,02 B","-993,10 M","-963,87 M","-1,03 B","-1,07 B","-971,81 M","-837,19 M","-1,03 B","-839,77 M","-811,69 M","-777,64 M","-897,04 M","-906,33 M","-889,56 M","-782,36 M","-789,73 M","-748,56 M","-712,62 M","-660,40 M","-670,19 M","-626,42 M","-598,07 M","-623,05 M","-597,56 M","-591,33 M","-572,78 M","-616,11 M","-647,87 M","-633,79 M","-619,90 M","-574,92 M","-611,82 M","-569,82 M","-564,97 M","-560,50 M","-573,77 M","-573,28 M","-547,01 M","-514,73 M","-537,18 M","-538,21 M","-522,46 M","-497,77 M","-523,09 M","-505,99 M","-522,11 M","-463,18 M","-498,58 M","-501,95 M","-484,64 M","-452,88 M","-510,55 M","-492,41 M","-498,30 M","-469,31 M","-460,14 M","-474,27 M","-429,71 M","-373,94 M","-370,69 M","-346,40 M","-330,04 M","-287,33 M"
Lucro bruto,"722,67 M","896,70 M","1,00 B","937,79 M","712,73 M","581,14 M","848,48 M","878,43 M","806,68 M","765,60 M","942,76 M","816,11 M","467,76 M","576,21 M","668,57 M","554,79 M","317,25 M","281,89 M","478,87 M","450,69 M","304,62 M","320,16 M","384,95 M","330,44 M","51,68 M","104,14 M","265,17 M","242,77 M","210,95 M","344,79 M","367,80 M","291,67 M","245,70 M","292,17 M","326,72 M","328,98 M","237,83 M","236,08 M","314,74 M","285,32 M","234,49 M","348,21 M","263,49 M","242,84 M","222,59 M","323,46 M","284,25 M","233,64 M","207,33 M","345,21 M","313,33 M","263,55 M","178,00 M","264,91 M","257,00 M","266,98 M","230,35 M","267,34 M","290,97 M","290,36 M","275,65 M","229,21 M","145,76 M","269,98 M","267,72 M"
Despesas operacionais,"-174,68 M","-230,25 M","-196,22 M","-177,85 M","-130,37 M","-104,09 M","-124,47 M","-186,21 M","-155,04 M","-106,01 M","-145,62 M","-146,84 M","-75,76 M","-90,89 M","-101,17 M","-80,19 M","-54,33 M","-61,40 M","-103,15 M","130,14 M","-72,52 M","111,76 M","-78,93 M","-85,23 M","-71,85 M","68,57 M","101,60 M","847,00 Mil","48,60 M","-104,38 M","-86,24 M","-58,36 M","-62,35 M","-137,94 M","-59,49 M","-61,87 M","-23,84 M","-67,39 M","-89,18 M","-86,67 M","83,06 M","-173,48 M","-90,22 M","-48,74 M","-63,97 M","-47,54 M","-121,22 M","-44,67 M","-69,31 M","-84,50 M","-74,11 M","-67,37 M","-50,21 M","-81,68 M","-55,66 M","-69,26 M","-56,17 M","-71,99 M","-59,32 M","-52,73 M","-13,36 M","-116,62 M","-62,83 M","-71,21 M","-49,27 M"
Despesas com vendas,"-6,26 M","-10,49 M","-8,95 M","-9,45 M","-5,32 M","-5,72 M","-5,01 M","-4,76 M","-3,20 M","-7,22 M","-4,60 M","-6,51 M","-4,46 M","-4,71 M","-3,77 M","-3,50 M","-3,44 M","-4,63 M","-3,93 M","-2,30 M","-5,19 M","-3,63 M","-3,65 M","-3,17 M","-2,99 M","-4,34 M","-3,54 M","-3,14 M","-3,01 M","-4,77 M","-3,14 M","-3,47 M","-3,13 M","-3,32 M","-2,89 M","-2,82 M","-2,68 M","48,25 M","-5,37 M","-2,85 M","-2,05 M","-2,62 M","-2,58 M","-2,79 M","-2,34 M","-2,28 M","-54,37 M","-2,70 M","-2,62 M","-2,69 M","-3,16 M","-3,61 M","-3,13 M","-2,75 M","-2,66 M","-2,95 M","-2,52 M","-2,87 M","-2,57 M","-2,56 M","-2,35 M","-3,18 M","-1,76 M","-1,78 M","-1,73 M"
Despesas administrativas,"-148,70 M","-199,65 M","-160,68 M","-152,98 M","-142,44 M","-177,16 M","-147,33 M","-147,28 M","-123,94 M","-155,74 M","-135,03 M","-119,69 M","-100,34 M","-116,04 M","-82,33 M","-75,37 M","-67,73 M","-93,83 M","-74,85 M","-67,77 M","-61,86 M","-71,60 M","-62,15 M","-59,35 M","-54,11 M","-62,90 M","-54,26 M","-51,08 M","-54,20 M","-59,70 M","-53,85 M","-50,92 M","-48,34 M","-58,52 M","-44,58 M","-45,21 M","-48,02 M","-60,37 M","-47,03 M","-57,20 M","-50,03 M","-52,03 M","-52,94 M","-47,66 M","-53,32 M","-55,00 M","-53,33 M","-53,56 M","-50,65 M","-60,83 M","-59,26 M","-54,42 M","-50,65 M","-57,97 M","-55,64 M","-57,81 M","-50,55 M","-53,90 M","-53,28 M","-45,09 M","-44,44 M","-51,42 M","-38,74 M","-37,33 M","-33,18 M"
EBIT,"547,99 M","666,45 M","808,56 M","759,94 M","582,36 M","477,05 M","724,00 M","692,23 M","651,64 M","659,59 M","797,13 M","669,28 M","392,00 M","485,31 M","567,41 M","474,60 M","262,92 M","220,50 M","375,72 M","580,83 M","232,10 M","431,93 M","306,02 M","245,21 M","-20,18 M","172,71 M","366,77 M","243,62 M","259,55 M","240,41 M","281,56 M","233,31 M","183,35 M","154,23 M","267,22 M","267,11 M","213,99 M","168,69 M","225,56 M","198,66 M","317,55 M","174,73 M","173,28 M","194,10 M","158,62 M","275,93 M","163,03 M","188,97 M","138,03 M","260,70 M","239,22 M","196,18 M","127,79 M","183,23 M","201,33 M","197,72 M","174,18 M","195,35 M","231,65 M","237,63 M","262,29 M","112,59 M","82,92 M","198,77 M","218,44 M"
Resultado operacional,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Resultado financeiro,"-266,67 M","-203,76 M","-119,06 M","-162,76 M","-178,96 M","-100,54 M","-65,99 M","-162,16 M","-168,49 M","-250,27 M","-160,22 M","-165,12 M","-164,80 M","-121,88 M","-169,05 M","-163,08 M","-107,27 M","-132,96 M","-168,06 M","52,53 M","-114,75 M","-96,86 M","-81,31 M","-25,37 M","-112,88 M","-46,78 M","-93,33 M","-63,39 M","-81,41 M","-28,43 M","-35,71 M","-42,19 M","-47,93 M","-39,54 M","-44,84 M","-48,21 M","-54,70 M","-65,72 M","-54,41 M","-63,48 M","-65,69 M","-35,47 M","-85,32 M","-54,27 M","-73,93 M","-74,25 M","-52,97 M","-37,52 M","-25,56 M","-27,44 M","-4,31 M","-44,81 M","-28,63 M","-11,98 M","-2,34 M","-39,60 M","-28,50 M","-12,92 M","-42,60 M","-33,11 M","-45,64 M","-16,35 M","107,83 M","-28,97 M","-20,37 M"
Antes dos impostos,"281,32 M","462,69 M","689,50 M","597,18 M","403,41 M","376,51 M","658,01 M","530,07 M","483,16 M","409,32 M","636,91 M","504,15 M","227,20 M","363,44 M","398,36 M","311,51 M","155,65 M","87,54 M","207,66 M","633,36 M","117,34 M","335,06 M","224,72 M","219,84 M","-133,05 M","125,93 M","273,44 M","180,23 M","178,14 M","211,99 M","245,85 M","191,12 M","135,42 M","114,69 M","222,38 M","218,90 M","159,28 M","102,97 M","171,14 M","135,18 M","251,86 M","139,26 M","87,95 M","139,84 M","84,69 M","201,67 M","110,06 M","151,45 M","112,47 M","233,27 M","234,91 M","151,36 M","99,16 M","171,25 M","198,99 M","158,11 M","145,68 M","182,43 M","189,05 M","204,51 M","216,64 M","96,24 M","190,75 M","169,80 M","198,07 M"
Imposto,"-203,11 M","-133,25 M","-228,82 M","-114,94 M","-120,69 M","-90,69 M","-198,88 M","-175,36 M","-167,30 M","-114,83 M","-212,52 M","-168,78 M","-81,31 M","-119,35 M","-75,60 M","-104,59 M","-55,24 M","-21,31 M","-70,22 M","-212,94 M","-41,85 M","-108,22 M","-76,14 M","-73,45 M","41,52 M","-38,81 M","-92,45 M","-60,86 M","-62,26 M","-67,43 M","-81,27 M","-67,07 M","-47,00 M","-46,74 M","-76,98 M","-74,42 M","-55,85 M","-48,94 M","-57,27 M","-49,59 M","-87,81 M","-47,15 M","-31,45 M","-47,63 M","-29,71 M","-68,73 M","-37,22 M","-50,41 M","-40,52 M","-80,31 M","-79,35 M","-53,11 M","-36,52 M","-63,99 M","-66,68 M","-56,27 M","-47,03 M","-62,45 M","-64,93 M","-70,11 M","-74,21 M","-29,06 M","-62,30 M","-57,36 M","-67,32 M"
Op. continuadas,"78,21 M","329,44 M","460,68 M","482,23 M","282,72 M","285,82 M","459,12 M","354,71 M","315,86 M","294,49 M","424,39 M","335,38 M","145,89 M","244,09 M","322,76 M","206,92 M","100,41 M","66,23 M","137,44 M","420,42 M","75,49 M","226,84 M","148,58 M","146,39 M","-91,53 M","87,12 M","180,99 M","119,36 M","115,88 M","144,56 M","164,58 M","124,06 M","88,42 M","67,94 M","145,39 M","144,48 M","103,43 M","54,03 M","113,88 M","85,58 M","164,05 M","92,11 M","56,50 M","92,21 M","54,97 M","132,94 M","72,84 M","101,04 M","71,95 M","152,96 M","155,57 M","98,25 M","62,64 M","107,27 M","132,32 M","101,84 M","98,65 M","119,97 M","124,12 M","134,41 M","142,44 M","67,19 M","128,45 M","112,44 M","130,75 M"
Op. descontinuadas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
