Conta,1T2026,4T2025,3T2025,2T2025,1T2025,4T2024,3T2024,2T2024,1T2024,4T2023,3T2023,2T2023,1T2023,4T2022,3T2022,2T2022,1T2022,4T2021,3T2021,2T2021,1T2021,4T2020,3T2020,2T2020,1T2020,4T2019,3T2019,2T2019,1T2019,4T2018,3T2018,2T2018,1T2018,4T2017,3T2017,2T2017,1T2017,4T2016,3T2016,2T2016,1T2016,4T2015,3T2015,2T2015,1T2015,4T2014,3T2014,2T2014,1T2014,4T2013,3T2013,2T2013,1T2013,4T2012,3T2012,2T2012,1T2012,4T2011,3T2011,2T2011,1T2011,4T2010,3T2010,2T2010,1T2010
Receita líquida,"1,66 B","2,57 B","2,51 B","2,31 B","1,68 B","2,67 B","2,31 B","1,96 B","1,66 B","2,05 B","1,61 B","1,36 B","1,65 B","1,79 B","1,52 B","1,15 B","958,65 M","1,08 B","757,62 M","823,69 M","833,97 M","1,04 B","836,49 M","798,47 M","919,40 M","1,25 B","1,08 B","1,14 B","898,59 M","1,24 B","1,10 B","1,09 B","764,85 M","843,64 M","736,74 M","740,98 M","554,63 M","817,86 M","708,16 M","619,74 M","428,33 M","787,40 M","658,64 M","636,28 M","656,81 M","935,25 M","898,65 M","824,50 M","741,79 M","922,22 M","975,85 M","994,27 M","766,97 M","970,14 M","840,84 M","799,25 M","759,72 M","948,70 M","888,64 M","770,27 M","761,26 M","844,22 M","713,32 M","727,73 M","679,22 M"
Custos,"-1,28 B","-1,90 B","-1,84 B","-1,71 B","-1,29 B","-2,01 B","-1,74 B","-1,45 B","-1,27 B","-1,55 B","-1,24 B","-1,09 B","-1,26 B","-1,44 B","-1,28 B","-1,02 B","-846,32 M","-961,00 M","-685,59 M","-763,14 M","-733,49 M","-856,93 M","-699,80 M","-668,01 M","-769,33 M","-1,05 B","-935,30 M","-966,30 M","-760,58 M","-1,04 B","-918,35 M","-905,75 M","-668,87 M","-723,70 M","-624,40 M","-630,67 M","-493,58 M","-728,55 M","-630,40 M","-517,23 M","-372,15 M","-638,62 M","-544,83 M","-535,37 M","-544,35 M","-770,00 M","-734,63 M","-690,54 M","-612,69 M","-729,69 M","-769,69 M","-812,19 M","-617,20 M","-758,34 M","-671,73 M","-649,74 M","-597,15 M","-722,43 M","-693,67 M","-612,46 M","-598,63 M","-681,81 M","-561,46 M","-574,39 M","-515,49 M"
Lucro bruto,"373,43 M","668,11 M","668,72 M","593,21 M","384,25 M","659,33 M","576,80 M","509,92 M","385,30 M","499,98 M","371,55 M","276,21 M","390,91 M","353,71 M","232,17 M","131,30 M","112,33 M","123,16 M","72,03 M","60,55 M","100,49 M","178,37 M","136,68 M","130,46 M","150,07 M","190,85 M","145,92 M","175,51 M","138,00 M","199,65 M","183,09 M","185,59 M","95,99 M","119,94 M","112,34 M","110,31 M","61,05 M","89,31 M","77,77 M","102,51 M","56,17 M","148,78 M","113,81 M","100,91 M","112,46 M","165,25 M","164,02 M","133,96 M","129,11 M","192,53 M","206,16 M","182,08 M","149,77 M","211,80 M","169,11 M","149,51 M","162,57 M","226,27 M","194,98 M","157,81 M","162,63 M","162,41 M","151,86 M","153,34 M","163,73 M"
Despesas operacionais,"-111,68 M","-282,55 M","-287,68 M","-233,91 M","-160,54 M","-240,93 M","-153,30 M","-169,04 M","-110,52 M","-256,25 M","-194,85 M","-154,19 M","-132,77 M","-193,88 M","-173,54 M","-108,66 M","-87,65 M","-76,07 M","-872,00 Mil","51,88 M","-103,14 M","-52,38 M","-186,43 M","-113,59 M","-70,73 M","-105,67 M","-106,46 M","-90,85 M","-95,72 M","-137,11 M","-84,33 M","-94,05 M","-47,54 M","-83,03 M","-99,37 M","-74,30 M","-72,69 M","-90,54 M","202,18 M","-67,49 M","-65,96 M","-113,00 M","-75,24 M","-63,56 M","-58,10 M","-90,43 M","-87,26 M","-84,34 M","-65,04 M","-93,18 M","-88,05 M","-76,79 M","-77,62 M","-98,95 M","-80,73 M","-72,09 M","-65,90 M","-93,99 M","-76,75 M","-69,37 M","-73,11 M","-73,66 M","-70,37 M","-61,35 M","-62,17 M"
Despesas com vendas,"-74,48 M","-116,15 M","-115,21 M","-101,42 M","-84,83 M","-121,38 M","-92,37 M","-73,60 M","-65,02 M","-113,22 M","-69,86 M","-69,29 M","-80,77 M","-79,48 M","-75,31 M","-31,81 M","-44,68 M","-60,48 M","-39,30 M","-49,09 M","-42,70 M","-51,84 M","-53,31 M","-53,76 M","-52,91 M","-55,70 M","-54,78 M","-62,70 M","-47,57 M","-77,56 M","-63,62 M","-69,64 M","-40,23 M","-49,72 M","-41,22 M","-42,34 M","-35,45 M","-40,74 M","-44,73 M","-35,14 M","-20,31 M","-51,56 M","-39,82 M","-38,78 M","-34,67 M","-61,71 M","-52,80 M","-49,52 M","-32,41 M","-46,44 M","-47,51 M","-44,95 M","-40,98 M","-64,35 M","-46,78 M","-42,24 M","-42,19 M","-48,90 M","-43,01 M","-36,80 M","-44,81 M","-38,22 M","-36,93 M","-47,77 M","-39,73 M"
Despesas administrativas,"-99,89 M","-123,17 M","-127,72 M","-120,63 M","-101,01 M","-118,90 M","-100,37 M","-87,77 M","-73,02 M","-100,08 M","-71,53 M","-70,82 M","-63,22 M","-74,74 M","-62,00 M","-56,70 M","-49,74 M","-49,44 M","-51,40 M","-55,51 M","-49,95 M","-47,59 M","-48,96 M","-39,19 M","-47,67 M","-51,01 M","-48,67 M","-47,31 M","-41,95 M","-48,94 M","-49,38 M","-43,45 M","-40,04 M","-40,72 M","-44,25 M","-41,28 M","-40,87 M","-47,83 M","-44,25 M","-39,20 M","-33,98 M","-41,21 M","-39,32 M","-41,63 M","-36,32 M","-46,59 M","-45,14 M","-41,06 M","-38,55 M","-53,56 M","-44,42 M","-39,24 M","-36,60 M","-41,99 M","-37,33 M","-37,72 M","-33,78 M","-46,81 M","-35,79 M","-30,93 M","-31,27 M","-45,87 M","-32,56 M","-29,61 M","-30,13 M"
EBIT,"261,75 M","385,56 M","381,05 M","359,29 M","223,72 M","418,40 M","423,51 M","340,88 M","274,79 M","243,73 M","176,69 M","122,02 M","258,13 M","159,83 M","58,62 M","22,64 M","24,68 M","47,09 M","71,16 M","112,43 M","-2,65 M","126,00 M","-49,75 M","16,87 M","79,34 M","85,18 M","39,46 M","84,66 M","42,28 M","62,54 M","98,75 M","91,55 M","48,45 M","36,91 M","12,98 M","36,01 M","-11,65 M","-1,23 M","279,94 M","35,02 M","-9,79 M","35,78 M","38,58 M","37,35 M","54,36 M","74,81 M","76,76 M","49,62 M","64,06 M","99,35 M","118,11 M","105,29 M","72,14 M","112,85 M","88,38 M","77,42 M","96,67 M","132,28 M","118,23 M","88,44 M","89,53 M","88,76 M","81,48 M","91,99 M","101,56 M"
Resultado operacional,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Resultado financeiro,"69,57 M","32,80 M","33,01 M","42,66 M","109,36 M","-28,27 M","22,99 M","-23,87 M","42,20 M","-17,43 M","-14,97 M","56,98 M","40,39 M","116,97 M","-20,10 M","-39,87 M","90,51 M","-9,79 M","9,08 M","182,70 M","-27,12 M","20,67 M","-23,92 M","-16,91 M","-103,61 M","8,54 M","-25,51 M","8,93 M","1,66 M","7,16 M","-25,29 M","-70,30 M","-3,56 M","-18,77 M","14,68 M","4,74 M","18,08 M","-3,79 M","8,95 M","32,45 M","28,69 M","8,32 M","-29,27 M","2,50 M","-19,90 M","-4,57 M","-3,56 M","10,02 M","9,22 M","-2,50 M","1,84 M","-6,49 M","2,50 M","-3,31 M","10,77 M","1,06 M","17,09 M","25,25 M","-2,49 M","24,63 M","20,09 M","28,65 M","20,59 M","23,93 M","5,00 M"
Antes dos impostos,"331,32 M","418,36 M","414,06 M","401,95 M","333,08 M","390,13 M","446,50 M","317,01 M","316,98 M","226,29 M","161,72 M","179,00 M","298,53 M","276,80 M","38,52 M","-17,23 M","115,19 M","37,30 M","80,24 M","295,13 M","-29,77 M","146,66 M","-73,67 M","-39,00 Mil","-24,27 M","93,72 M","13,94 M","93,59 M","43,94 M","69,70 M","73,47 M","21,25 M","44,89 M","18,14 M","27,66 M","40,74 M","6,43 M","-5,02 M","288,89 M","67,47 M","18,90 M","44,10 M","9,31 M","39,85 M","34,46 M","70,24 M","73,20 M","59,64 M","73,28 M","96,85 M","119,94 M","98,80 M","74,65 M","109,54 M","99,15 M","78,48 M","113,76 M","157,53 M","115,74 M","113,07 M","109,62 M","117,41 M","102,08 M","115,92 M","106,55 M"
Imposto,"-66,71 M","-76,63 M","-84,44 M","-80,86 M","-90,00 M","-71,34 M","-110,76 M","-66,10 M","-41,00 Mil","46,10 M","-35,00 Mil","-38,55 M","-62,25 M","-11,54 M","8,13 M","44,07 M","-17,15 M","27,85 M","26,82 M","-94,27 M","15,08 M","-10,55 M","16,24 M","1,35 M","34,98 M","-22,40 M","8,86 M","-2,69 M","-16,95 M","2,27 M","-8,75 M","2,10 M","-13,98 M","19,11 M","-11,99 M","-14,77 M","-3,21 M","-2,89 M","-110,46 M","-24,21 M","-10,13 M","-34,20 M","-1,28 M","-2,74 M","-413,00 Mil","-7,41 M","-16,54 M","-9,40 M","-18,95 M","-21,46 M","-33,01 M","-24,72 M","-18,94 M","-15,41 M","-29,93 M","-17,90 M","-35,33 M","-44,13 M","-37,19 M","-36,76 M","-33,86 M","-34,81 M","-37,05 M","-36,85 M","-37,48 M"
Op. continuadas,"264,61 M","341,73 M","329,62 M","321,09 M","243,07 M","318,79 M","335,74 M","250,91 M","316,94 M","272,39 M","161,69 M","140,46 M","236,28 M","265,26 M","46,65 M","26,85 M","98,04 M","65,15 M","107,06 M","200,86 M","-14,69 M","136,11 M","-57,43 M","1,31 M","10,72 M","71,33 M","22,80 M","90,91 M","26,99 M","71,98 M","64,72 M","23,35 M","30,91 M","37,25 M","15,66 M","25,97 M","3,22 M","-7,91 M","178,43 M","43,26 M","8,77 M","9,90 M","8,03 M","37,11 M","34,05 M","62,83 M","56,66 M","50,24 M","54,34 M","75,39 M","86,94 M","74,08 M","55,71 M","94,14 M","69,22 M","60,57 M","78,43 M","113,40 M","78,55 M","76,31 M","75,76 M","82,59 M","65,02 M","79,07 M","69,07 M"
Op. descontinuadas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lucro líquido,"264,61 M","341,73 M","329,62 M","321,09 M","243,07 M","318,79 M","335,74 M","250,91 M","316,94 M","272,39 M","161,69 M","140,46 M","236,28 M","265,26 M","46,65 M","26,85 M","98,04 M","65,15 M","107,06 M","200,86 M","-14,69 M","136,11 M","-57,43 M","1,31 M","10,72 M","71,33 M","22,80 M","90,91 M","26,99 M","71,98 M","64,72 M","23,35 M","30,91 M","37,25 M","15,66 M","25,97 M","3,22 M","-7,91 M","178,43 M","43,26 M","8,77 M","9,90 M","8,03 M","37,11 M","34,05 M","62,83 M","56,66 M","50,24 M","54,34 M","75,39 M","86,94 M","74,08 M","55,71 M","94,14 M","69,22 M","60,57 M","78,43 M","113,40 M","78,55 M","76,31 M","75,76 M","82,59 M","65,02 M","79,07 M","69,07 M"
Dos controladores,"266,08 M","338,84 M","323,36 M","319,34 M","241,81 M","312,56 M","326,78 M","244,99 M","309,77 M","277,30 M","298,86 M","139,00 M","239,99 M","257,87 M","59,11 M","32,74 M","99,39 M","68,46 M","108,20 M","203,34 M","-13,37 M","138,48 M","-54,32 M","5,40 M","14,29 M","68,53 M","22,32 M","86,31 M","24,22 M","69,63 M","63,69 M","23,21 M","30,20 M","36,12 M","13,70 M","22,23 M","123,00 Mil","-9,39 M","177,02 M","42,90 M","8,85 M","9,02 M","7,17 M","36,90 M","33,66 M","62,14 M","55,89 M","49,78 M","54,34 M","73,90 M","86,39 M","73,03 M","55,39 M","92,77 M","68,59 M","60,36 M","78,31 M","112,93 M","78,51 M","76,36 M","75,35 M","82,62 M","65,26 M","79,25 M","69,41 M"
Dos não controladores,"-1,47 M","2,89 M","6,26 M","1,75 M","1,26 M","6,22 M","8,96 M","5,92 M","7,17 M","-4,91 M","3,28 M","1,45 M","-3,72 M","7,39 M","-12,46 M","-5,89 M","-1,34 M","-3,31 M","-1,14 M","-2,48 M","-1,32 M","-2,37 M","-3,11 M","-4,10 M","-3,58 M","2,79 M","482,00 Mil","4,60 M","2,77 M","2,35 M","1,03 M","133,00 Mil","707,00 Mil","1,13 M","1,97 M","3,75 M","3,10 M","1,48 M","1,40 M","359,00 Mil","-86,00 Mil","879,00 Mil","865,00 Mil","205,00 Mil","390,00 Mil","688,00 Mil","775,00 Mil","458,00 Mil","-3,00 Mil","1,49 M","545,00 Mil","1,05 M","319,00 Mil","1,36 M","629,00 Mil","213,00 Mil","121,00 Mil","473,00 Mil","36,00 Mil","-41,00 Mil","411,00 Mil","-24,00 Mil","-235,00 Mil","-185,00 Mil","-340,00 Mil"
