Conta,1T2026,4T2025,3T2025,2T2025,1T2025,4T2024,3T2024,2T2024,1T2024,4T2023,3T2023,2T2023,1T2023,4T2022,3T2022,2T2022,1T2022,4T2021,3T2021,2T2021,1T2021,4T2020,3T2020,2T2020,1T2020,4T2019,3T2019,2T2019,1T2019,4T2018,3T2018,2T2018,1T2018,4T2017,3T2017,2T2017,1T2017,4T2016,3T2016,2T2016,1T2016,4T2015,3T2015,2T2015,1T2015,4T2014,3T2014,2T2014,1T2014,4T2013,3T2013,2T2013,1T2013,4T2012,3T2012,2T2012,1T2012,4T2011,3T2011,2T2011,1T2011,4T2010,3T2010,2T2010,1T2010
Receita líquida,"6,87 M","33,12 M","37,71 M","29,33 M","25,11 M","6,50 M","78,79 M","27,14 M","7,52 M","1,24 M","48,89 M","35,57 M","6,05 M","45,10 M","23,75 M","42,65 M","7,82 M","97,15 M","139,51 M","103,40 M","92,89 M","64,23 M","39,67 M","57,39 M","46,90 M","64,22 M","35,81 M","71,09 M","129,12 M","-107,44 M","85,51 M","169,89 M","65,50 M","166,81 M","15,22 M","158,20 M","118,02 M","71,86 M","-84,25 M","119,83 M","139,79 M","130,21 M","551,24 M","481,99 M","660,86 M","1,12 B","1,09 B","925,99 M","1,12 B","1,78 B","1,07 B","1,14 B","1,33 B","190,85 M","1,62 B","1,07 B","1,49 B","1,76 B","1,84 B","1,74 B","1,54 B","1,78 B","1,55 B","1,28 B","613,20 M"
Custos,"-5,40 M","-8,32 M","-29,29 M","-19,66 M","-14,38 M","-7,33 M","-69,75 M","-33,57 M","-6,26 M","-15,96 M","-16,13 M","-15,89 M","-5,34 M","-15,65 M","-21,96 M","-42,50 M","-7,83 M","-71,53 M","-95,05 M","-102,58 M","-80,54 M","-11,58 M","-31,96 M","-43,56 M","-49,67 M","-55,77 M","-40,72 M","-40,73 M","-145,90 M","244,08 M","-139,40 M","-215,34 M","-70,29 M","-185,08 M","-30,48 M","-100,84 M","-115,96 M","-314,28 M","-326,01 M","-176,91 M","-155,78 M","-347,35 M","-543,05 M","-418,38 M","-557,57 M","-910,92 M","-906,16 M","-731,14 M","-883,93 M","-1,34 B","-879,84 M","-936,27 M","-1,07 B","-1,49 B","-1,27 B","-1,27 B","-1,21 B","-1,43 B","-1,28 B","-1,27 B","-1,10 B","-1,32 B","-1,11 B","-867,20 M","-407,29 M"
Lucro bruto,"1,47 M","24,80 M","8,43 M","9,67 M","10,73 M","-833,00 Mil","9,04 M","-6,43 M","1,26 M","-14,72 M","32,76 M","19,67 M","715,00 Mil","29,45 M","1,79 M","155,00 Mil","-10,00 Mil","25,62 M","44,46 M","828,00 Mil","12,35 M","52,65 M","7,71 M","13,83 M","-2,77 M","8,45 M","-4,91 M","30,36 M","-16,79 M","136,64 M","-53,89 M","-45,46 M","-4,79 M","-18,27 M","-15,25 M","57,36 M","2,06 M","-242,42 M","-410,26 M","-57,07 M","-16,00 M","-217,14 M","8,19 M","63,61 M","103,29 M","205,76 M","187,42 M","194,85 M","236,43 M","444,25 M","191,56 M","204,36 M","258,26 M","-1,30 B","352,37 M","-204,83 M","278,15 M","325,32 M","559,61 M","475,26 M","433,59 M","459,26 M","442,23 M","417,54 M","205,92 M"
Despesas operacionais,"-4,34 M","-139,59 M","-19,26 M","-17,52 M","-3,68 M","-31,21 M","-71,80 M","-19,20 M","-34,23 M","-450,69 M","-62,28 M","-9,63 M","-49,10 M","8,79 M","4,85 M","2,92 M","-108,43 M","-199,54 M","-15,36 M","-114,30 M","-106,58 M","-114,92 M","-109,98 M","-87,12 M","-36,16 M","-206,01 M","-5,09 M","-173,97 M","-88,48 M","-111,83 M","13,36 M","-176,85 M","-161,42 M","-1,16 B","-125,85 M","-418,37 M","-100,12 M","-2,07 B","-1,15 B","-485,44 M","-188,82 M","-1,66 B","-194,35 M","-131,06 M","-101,14 M","-206,18 M","-165,04 M","-145,31 M","-143,71 M","-185,44 M","-207,16 M","-250,00 M","-213,83 M","-351,14 M","-230,92 M","-204,10 M","-196,54 M","-294,98 M","-219,89 M","-183,28 M","-188,23 M","-274,49 M","-159,68 M","-152,16 M","-87,99 M"
Despesas com vendas,"-6,42 M","-19,29 M","-7,49 M","-7,37 M","-5,16 M","-12,62 M","-8,99 M","-9,94 M","-12,40 M","-7,30 M","-9,48 M","-13,54 M","-9,54 M","-1,90 M","-9,90 M","-15,06 M","-14,90 M","-8,89 M","-11,91 M","-32,30 M","-6,04 M","-14,71 M","-18,42 M","-5,36 M","14,29 M","-29,44 M","-9,97 M","-13,60 M","-4,44 M","-17,29 M","-13,89 M","-3,33 M","-9,24 M","-16,66 M","-2,24 M","-3,06 M","-7,92 M","-59,35 M","-27,55 M","-31,32 M","-24,47 M","-34,09 M","-43,57 M","-46,57 M","-32,49 M","-60,08 M","-49,06 M","-47,30 M","-42,23 M","-73,08 M","-52,70 M","-56,08 M","-44,87 M","-64,72 M","-61,62 M","-74,53 M",0,"-386,15 M",0,0,0,"-300,82 M",0,0,0
Despesas administrativas,"-10,57 M","-12,68 M","-15,12 M","-13,47 M","-12,43 M","-12,09 M","-11,12 M","-13,52 M","-14,07 M","-18,88 M","-16,86 M","-13,65 M","-18,95 M","-15,87 M","-14,92 M","-14,59 M","-13,75 M","-15,23 M","-17,93 M","-28,79 M","-25,67 M","-19,77 M","-11,28 M","-17,35 M","-16,16 M","-22,60 M","-11,13 M","-10,94 M","-18,46 M","-66,70 M","-22,39 M","-20,66 M","-15,80 M","-28,90 M","-29,34 M","-29,80 M","-46,08 M","-44,77 M","-47,13 M","-55,32 M","-54,78 M","-59,74 M","-63,05 M","-65,89 M","-70,07 M","-88,74 M","-90,13 M","-91,81 M","-91,23 M","-95,25 M","-99,41 M","-109,42 M","-127,43 M","-87,09 M","-143,15 M","-99,47 M","-116,12 M","-169,09 M","-102,82 M","-80,35 M","-96,11 M","-144,77 M","-69,06 M","-94,76 M","-37,65 M"
EBIT,"-2,87 M","-114,80 M","-10,84 M","-7,84 M","7,05 M","-32,04 M","-62,76 M","-25,63 M","-32,97 M","-465,41 M","-29,52 M","10,04 M","-48,39 M","38,24 M","6,64 M","3,08 M","-108,44 M","-173,91 M","29,10 M","-113,47 M","-94,23 M","-62,27 M","-102,27 M","-73,29 M","-38,93 M","-197,57 M","-10,01 M","-143,62 M","-105,27 M","24,80 M","-40,53 M","-222,31 M","-166,20 M","-1,17 B","-141,10 M","-361,01 M","-98,06 M","-2,32 B","-1,56 B","-542,52 M","-204,81 M","-1,88 B","-186,16 M","-67,44 M","2,15 M","-423,00 Mil","22,38 M","49,54 M","92,72 M","258,82 M","-15,60 M","-45,64 M","44,44 M","-1,65 B","121,45 M","-408,93 M","81,61 M","30,34 M","339,72 M","291,98 M","245,37 M","184,77 M","282,55 M","265,37 M","117,93 M"
Resultado operacional,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Resultado financeiro,"-8,03 M","-57,88 M","60,46 M","-78,78 M","-135,83 M","21,89 M","-274,76 M","-42,31 M","-41,35 M","2,27 B","-204,36 M","-139,91 M","-155,76 M","-468,67 M","-116,28 M","395,93 M","-173,27 M","603,78 M","66,20 M","-322,71 M","-125,60 M","246,83 M","-69,29 M","-121,48 M","-137,12 M","-124,11 M","-106,94 M","-99,97 M","-132,54 M","-154,24 M","-80,47 M","-134,14 M","-96,51 M","3,44 B","-190,28 M","-344,83 M","-175,14 M","-261,96 M","-171,91 M","-186,65 M","-190,48 M","-199,67 M","-198,20 M","-149,31 M","-124,39 M","-172,06 M","-125,95 M","-127,31 M","-60,34 M","-99,15 M","-47,78 M","-38,21 M","-84,48 M","-61,05 M","-14,21 M","-7,72 M","-32,11 M","5,86 M","-38,43 M","-31,41 M","26,56 M","23,93 M","-7,22 M","5,23 M","30,60 M"
Antes dos impostos,"-10,90 M","-172,68 M","49,63 M","-86,62 M","-128,78 M","-10,15 M","-337,51 M","-67,94 M","-74,32 M","1,81 B","-233,88 M","-129,87 M","-204,15 M","-430,43 M","-109,64 M","399,01 M","-281,71 M","429,86 M","95,30 M","-436,18 M","-219,83 M","184,56 M","-171,56 M","-194,77 M","-176,05 M","-321,68 M","-116,94 M","-243,58 M","-237,80 M","-129,43 M","-121,00 M","-356,45 M","-262,71 M","2,26 B","-331,39 M","-705,84 M","-273,20 M","-2,58 B","-1,73 B","-729,16 M","-395,29 M","-2,08 B","-384,36 M","-216,75 M","-122,24 M","-172,48 M","-103,57 M","-77,78 M","32,38 M","159,67 M","-63,38 M","-83,85 M","-40,04 M","-1,71 B","107,23 M","-416,65 M","49,50 M","36,20 M","301,29 M","260,57 M","271,93 M","208,70 M","275,33 M","270,60 M","148,53 M"
Imposto,"-5,63 M","2,23 M","-27,04 M","4,54 M","25,00 M","-6,19 M","62,98 M","418,00 Mil","2,88 M","-119,28 M","5,58 M","-1,91 M","-5,76 M","71,14 M","-9,79 M","-48,02 M","326,62 M","-83,31 M","-58,42 M","152,22 M","-1,09 M","-110,50 M","6,55 M","5,02 M","46,00 Mil","29,60 M","-7,34 M","-5,25 M","-6,86 M","7,81 M","5,68 M","14,01 M","-3,92 M","-1,00 B","33,21 M","177,92 M","1,43 M","38,31 M","-5,78 M","-15,93 M","-15,25 M","39,58 M","-25,71 M","-23,41 M","-32,76 M","-46,09 M","-60,13 M","-31,21 M","-16,54 M","-62,02 M","-32,13 M","-10,28 M","-21,23 M","-108,52 M","-35,93 M","-46,24 M","-22,43 M","-72,19 M","-39,56 M","-14,87 M","-38,94 M","-16,99 M","-19,98 M","-56,88 M","-19,76 M"
Op. continuadas,"-16,53 M","-170,45 M","22,59 M","-82,09 M","-103,78 M","-16,34 M","-274,54 M","-67,53 M","-71,45 M","1,69 B","-228,29 M","-131,77 M","-209,91 M","-359,29 M","-119,43 M","350,99 M","44,91 M","346,56 M","36,88 M","-283,96 M","-220,92 M","74,06 M","-165,01 M","-189,75 M","-176,01 M","-292,08 M","-124,29 M","-248,83 M","-244,66 M","-121,63 M","-115,31 M","-342,44 M","-266,63 M","1,26 B","-298,17 M","-527,92 M","-271,77 M","-2,54 B","-1,73 B","-745,09 M","-410,54 M","-2,04 B","-410,07 M","-240,17 M","-155,00 M","-218,57 M","-163,70 M","-108,98 M","15,85 M","97,65 M","-95,51 M","-94,14 M","-61,26 M","-1,82 B","71,30 M","-462,89 M","27,07 M","-35,99 M","261,73 M","245,71 M","232,99 M","191,71 M","255,35 M","213,72 M","128,77 M"
Op. descontinuadas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lucro líquido,"-16,53 M","-170,45 M","22,59 M","-82,09 M","-103,78 M","-16,34 M","-274,54 M","-67,53 M","-71,45 M","1,69 B","-228,29 M","-131,77 M","-209,91 M","-359,29 M","-119,43 M","350,99 M","44,91 M","346,56 M","36,88 M","-283,96 M","-220,92 M","74,06 M","-165,01 M","-189,75 M","-176,01 M","-292,08 M","-124,29 M","-248,83 M","-244,66 M","-121,63 M","-115,31 M","-342,44 M","-266,63 M","1,26 B","-298,17 M","-527,92 M","-271,77 M","-2,54 B","-1,73 B","-745,09 M","-410,54 M","-2,04 B","-410,07 M","-240,17 M","-155,00 M","-218,57 M","-163,70 M","-108,98 M","15,85 M","97,65 M","-95,51 M","-94,14 M","-61,26 M","-1,82 B","71,30 M","-462,89 M","27,07 M","-35,99 M","261,73 M","245,71 M","232,99 M","191,71 M","255,35 M","213,72 M","128,77 M"
