Conta,1T2026,4T2025,3T2025,2T2025,1T2025,4T2024,3T2024,2T2024,1T2024,4T2023,3T2023,2T2023,1T2023,4T2022,3T2022,2T2022,1T2022,4T2021,3T2021,2T2021,1T2021,4T2020,3T2020,2T2020,1T2020,4T2019,3T2019,2T2019,1T2019,4T2018,3T2018,2T2018,1T2018,4T2017,3T2017,2T2017,1T2017,4T2016,3T2016,2T2016,1T2016,4T2015,3T2015,2T2015,1T2015,4T2014,3T2014,2T2014,1T2014,4T2013,3T2013,2T2013,1T2013,4T2012,3T2012,2T2012,1T2012,4T2011,3T2011,2T2011,1T2011,4T2010,4T2009
Ativo total,"33,29 B","31,01 B","29,29 B","28,66 B","27,33 B","26,99 B","25,04 M","24,75 M","23,18 B","20,55 B","19,46 B","17,63 B","17,70 B","16,01 B","14,76 B","14,38 B","14,93 B","15,05 B","14,78 B","14,76 B","14,40 B","13,45 B","12,21 B","11,84 B","11,33 B","10,00 B","10,14 B","10,33 B","9,51 B","9,26 B","9,45 B","8,61 B","8,87 B","8,80 B","9,07 B","9,03 B","8,75 B","8,29 B","8,38 B","8,46 B","8,55 B","8,92 B","10,03 B","10,07 B","10,63 B","10,28 B","10,57 B","10,64 B","10,69 B","10,38 B","10,33 B","9,94 B","10,10 B","10,31 B","10,10 B","9,93 B","10,30 B","11,15 B","9,97 B","9,93 B","9,31 B","9,10 B","7,32 B"
Ativo circulante,--,--,--,--,--,"13,73 B","11,55 M","10,95 M","9,39 B","7,96 B","7,14 B","6,48 B","5,87 B","4,53 B","3,52 B","3,55 B","3,66 B","3,57 B","3,53 B","3,50 B","3,85 B","3,24 B","2,82 B","3,01 B","3,81 B","2,80 B","3,95 B","4,75 B","4,56 B","4,60 B","5,50 B","4,03 B","4,38 B","4,38 B","3,97 B","4,06 B","3,99 B","4,13 B","4,12 B","4,72 B","4,97 B","4,50 B","6,01 B","6,05 B","6,44 B","6,26 B","7,26 B","7,37 B","7,49 B","6,78 B","6,93 B","7,28 B","7,49 B","7,97 B","7,73 B","7,26 B","7,49 B","8,49 B","7,47 B","7,13 B","6,65 B","6,41 B","5,25 B"
Caixa e eq. de caixa,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Aplicações financeiras,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Contas a receber,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Estoques,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Ativos biológicos,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Ativo não circulante,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Investimentos,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Imobilizado,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
