Conta,1T2026,4T2025,3T2025,2T2025,1T2025,4T2024,3T2024,2T2024,1T2024,4T2023,3T2023,2T2023,1T2023,4T2022,3T2022,2T2022,1T2022,4T2021,3T2021,2T2021,1T2021,4T2020,3T2020,2T2020,1T2020,4T2019,3T2019,2T2019,1T2019,4T2018,3T2018,2T2018,1T2018,4T2017,3T2017,2T2017,1T2017,4T2016,3T2016,2T2016,1T2016,4T2015,3T2015,2T2015,1T2015,4T2014,3T2014,2T2014,1T2014,4T2013,3T2013,2T2013,1T2013,4T2012,3T2012,2T2012,1T2012,4T2011,3T2011,2T2011,1T2011,4T2010,3T2010,2T2010,1T2010
Receita líquida,"262,01 M","267,31 M","319,32 M","280,12 M","280,12 M","268,52 M","331,93 M","275,91 M","266,61 M","282,26 M","290,99 M","259,58 M","296,38 M","312,56 M","323,05 M","292,09 M","259,69 M","289,55 M","275,98 M","287,32 M","270,29 M","229,45 M","201,14 M","139,19 M","113,64 M","120,69 M","127,29 M","117,00 M","123,68 M","147,88 M","141,68 M","118,11 M","129,23 M","164,76 M","169,62 M","163,64 M","167,71 M","190,35 M","204,49 M","203,71 M","228,92 M","240,75 M","244,99 M","236,42 M","252,72 M","263,56 M","250,27 M","220,63 M","243,69 M","253,17 M","251,37 M","241,50 M","211,26 M","255,26 M","229,79 M","211,03 M","210,24 M","219,99 M","213,02 M","200,95 M",0,"210,68 M","199,77 M","177,60 M",0
Custos,"-228,09 M","-219,33 M","-244,57 M","-207,99 M","-239,14 M","-214,67 M","-244,03 M","-215,72 M","-210,21 M","-220,13 M","-212,76 M","-192,67 M","-212,85 M","-234,00 M","-223,06 M","-184,63 M","-173,75 M","-170,33 M","-157,27 M","-154,49 M","-149,99 M","-126,75 M","-124,55 M","-110,92 M","-93,87 M","-94,56 M","-114,65 M","-107,24 M","-103,65 M","-118,75 M","-122,21 M","-99,35 M","-92,49 M","-135,85 M","-129,57 M","-121,73 M","-114,77 M","-135,38 M","-145,33 M","-142,02 M","-148,88 M","-151,59 M","-144,73 M","-143,03 M","-158,76 M","-154,90 M","-154,88 M","-131,16 M","-152,94 M","-158,12 M","-148,47 M","-142,58 M","-126,71 M","-142,26 M","-132,03 M","-119,08 M","-116,24 M","-130,72 M","-126,55 M","-123,71 M",0,"-130,89 M","-110,27 M","-96,63 M",0
Lucro bruto,"33,92 M","47,97 M","74,75 M","72,13 M","40,97 M","53,85 M","87,90 M","60,20 M","56,40 M","62,13 M","78,23 M","66,91 M","83,52 M","78,56 M","99,99 M","107,46 M","85,94 M","119,22 M","118,71 M","132,83 M","120,29 M","102,71 M","76,59 M","28,27 M","19,77 M","26,14 M","12,64 M","9,77 M","20,03 M","29,14 M","19,47 M","18,77 M","36,74 M","28,91 M","40,04 M","41,91 M","52,94 M","54,97 M","59,16 M","61,69 M","80,05 M","89,16 M","100,25 M","93,39 M","93,96 M","108,66 M","95,39 M","89,47 M","90,75 M","95,05 M","102,90 M","98,92 M","84,56 M","113,00 M","97,75 M","91,95 M","94,01 M","89,27 M","86,47 M","77,24 M",0,"79,78 M","89,49 M","80,97 M",0
Despesas operacionais,"-49,62 M","-28,55 M","-52,63 M","-42,83 M","-50,83 M","-68,72 M","-63,77 M","-38,51 M","-51,47 M","-51,29 M","-48,31 M","-64,19 M","-52,11 M","-62,13 M","-51,79 M","-55,24 M","-26,18 M","-49,36 M","-5,84 M","-48,15 M","-42,05 M","27,67 M","-32,06 M","-5,95 M","-28,39 M","4,65 M","38,76 M","-34,81 M","-39,77 M","-72,14 M","-48,84 M","-47,45 M","-41,57 M","-221,85 M","-56,48 M","-65,49 M","-48,50 M","-78,99 M","-59,30 M","-66,76 M","-58,04 M","-88,94 M","-69,67 M","-65,49 M","-60,52 M","-72,51 M","-63,00 M","-63,41 M","-57,56 M","-61,88 M","-61,56 M","-60,15 M","-54,59 M","-67,90 M","-59,73 M","-59,62 M","-53,92 M","-55,37 M","-49,96 M","-51,40 M",0,"-53,74 M","-55,39 M","-49,14 M",0
Despesas com vendas,"-24,61 M","-29,04 M","-32,29 M","-27,82 M","-25,11 M","-26,81 M","-31,65 M","-28,44 M","-24,76 M","-29,87 M","-26,12 M","-35,07 M","-24,36 M","-31,23 M","-27,52 M","-27,47 M","-22,43 M","-28,57 M","-21,77 M","-25,19 M","-18,62 M","-22,01 M","-15,34 M","-12,53 M","-10,62 M","-10,70 M","-13,03 M","-13,24 M","-13,73 M","-20,02 M","-17,43 M","-17,52 M","-16,94 M","-16,81 M","-19,32 M","-19,51 M","-20,90 M","-24,87 M","-27,77 M","-27,37 M","-26,58 M","-29,33 M","-27,42 M","-30,32 M","-27,63 M","-28,82 M","-29,79 M","-29,49 M","-28,43 M","-31,99 M","-28,53 M","-29,54 M","-26,67 M","-29,98 M","-30,43 M","-27,35 M","-25,51 M","-26,56 M","-25,34 M","-24,06 M",--,"-24,41 M","-22,93 M","-22,04 M",--
Despesas administrativas,"-22,87 M","-17,70 M","-31,93 M","-23,83 M","-22,56 M","-17,27 M","-26,20 M","-26,00 M","-22,69 M","-17,13 M","-25,39 M","-30,52 M","-23,73 M","-28,51 M","-24,74 M","-27,31 M","-22,09 M","-30,45 M","-24,12 M","-21,20 M","-21,09 M","-24,85 M","-23,42 M","-15,61 M","-18,45 M","-19,48 M","-18,19 M","-13,75 M","-17,75 M","-22,70 M","-21,58 M","-20,18 M","-19,67 M","1,28 M","-25,07 M","-31,39 M","-19,51 M","-25,59 M","-24,69 M","-23,55 M","-26,84 M","-30,88 M","-30,41 M","-29,78 M","-27,32 M","-31,30 M","-31,36 M","-31,29 M","-28,52 M","-28,48 M","-30,85 M","-28,29 M","-25,72 M","-32,06 M","-29,54 M","-30,53 M","-27,01 M","-24,93 M","-22,14 M","-24,75 M",--,"-28,61 M","-26,94 M","-22,67 M",--
EBIT,"-15,71 M","19,42 M","22,12 M","29,30 M","-9,86 M","-14,87 M","24,14 M","21,68 M","4,93 M","10,84 M","29,92 M","2,72 M","31,42 M","16,43 M","48,20 M","52,22 M","59,76 M","69,86 M","112,86 M","84,68 M","78,25 M","130,37 M","44,53 M","22,33 M","-8,62 M","30,79 M","51,40 M","-25,04 M","-19,75 M","-43,01 M","-29,36 M","-28,68 M","-4,83 M","-192,94 M","-16,43 M","-23,58 M","4,44 M","-24,02 M","-140,00 Mil","-5,07 M","22,00 M","219,00 Mil","30,59 M","27,90 M","33,43 M","36,15 M","32,40 M","26,05 M","33,19 M","33,17 M","41,34 M","38,77 M","29,96 M","45,11 M","38,03 M","32,33 M","40,09 M","33,90 M","36,50 M","25,84 M",0,"26,04 M","34,10 M","31,83 M",0
Resultado operacional,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Resultado financeiro,"-2,04 M","-15,24 M","490,00 Mil","6,03 M","-6,40 M","-5,42 M","-5,51 M","-5,46 M","-1,84 M","-5,50 M","-1,40 M","-2,10 M","-2,94 M","-7,21 M","122,00 Mil","4,12 M","-8,63 M","3,07 M","4,86 M","-9,09 M","2,53 M","12,71 M","2,99 M","-5,07 M","-5,60 M","846,00 Mil","15,49 M","-4,25 M","-5,05 M","-9,70 M","-9,48 M","-3,69 M","-4,57 M","-3,54 M","-3,94 M","-4,41 M","-4,55 M","-4,94 M","-5,73 M","-4,05 M","-5,77 M","-4,78 M","-15,62 M","-1,51 M","-1,62 M","452,00 Mil","-175,00 Mil","220,00 Mil","1,79 M","1,55 M","-798,00 Mil","-1,56 M","-210,00 Mil","-3,01 M","494,00 Mil","2,35 M","2,42 M","8,34 M","1,04 M","1,98 M",0,"2,44 M","1,89 M","2,75 M",0
Antes dos impostos,"-17,75 M","4,18 M","22,61 M","35,33 M","-16,26 M","-20,29 M","18,62 M","16,22 M","3,10 M","5,34 M","28,52 M","622,00 Mil","28,48 M","9,21 M","48,32 M","56,34 M","51,13 M","72,93 M","117,72 M","75,59 M","80,78 M","143,09 M","47,52 M","17,26 M","-14,21 M","31,63 M","66,89 M","-29,29 M","-24,79 M","-52,70 M","-38,84 M","-32,37 M","-9,41 M","-196,47 M","-20,38 M","-27,99 M","-104,00 Mil","-28,96 M","-5,87 M","-9,13 M","16,24 M","-4,56 M","14,96 M","26,39 M","31,82 M","36,60 M","32,22 M","26,27 M","34,98 M","34,72 M","40,55 M","37,21 M","29,75 M","42,10 M","38,52 M","34,67 M","42,51 M","42,24 M","37,54 M","27,82 M",0,"28,48 M","35,99 M","34,58 M",0
Imposto,"5,49 M","5,95 M","-3,63 M","-4,71 M","5,50 M","28,57 M","-4,00 Mil","-4,53 M","-2,85 M","77,65 M","-7,44 M","527,00 Mil","-6,47 M","4,82 M","-7,28 M","-15,99 M","-8,84 M","-19,59 M","-19,71 M","-15,94 M","-22,35 M","-22,01 M","-7,56 M","-4,71 M","-642,00 Mil","-24,92 M","-31,23 M","-244,00 Mil","-672,00 Mil","-7,64 M","-4,27 M","-2,40 M","-1,73 M","-33,27 M","-222,00 Mil","4,90 M","-2,85 M","-663,00 Mil","-1,45 M","122,00 Mil","-7,97 M","-7,70 M","-10,23 M","-9,61 M","-11,66 M","-13,37 M","-11,91 M","-8,15 M","-11,49 M","-9,45 M","-12,18 M","-10,07 M","-8,28 M","-13,12 M","-11,42 M","-7,66 M","-12,60 M","-10,19 M","-10,23 M","-6,84 M",0,"511,00 Mil","-10,43 M","-10,28 M",0
Op. continuadas,"-12,26 M","10,13 M","18,98 M","30,62 M","-10,75 M","8,27 M","18,62 M","11,69 M","241,00 Mil","82,99 M","21,07 M","1,15 M","22,01 M","14,03 M","41,04 M","40,35 M","42,30 M","53,34 M","98,01 M","59,66 M","58,43 M","121,08 M","39,95 M","12,56 M","-14,86 M","6,71 M","35,66 M","-29,53 M","-25,46 M","-60,35 M","-43,11 M","-34,78 M","-11,14 M","-229,74 M","-20,60 M","-23,09 M","-2,96 M","-29,62 M","-7,32 M","-9,01 M","8,27 M","-12,26 M","4,73 M","16,79 M","20,16 M","23,23 M","20,31 M","18,13 M","23,49 M","25,27 M","28,37 M","27,14 M","21,47 M","28,98 M","27,10 M","27,01 M","29,91 M","32,05 M","27,31 M","20,98 M",0,"28,99 M","25,56 M","24,30 M",0
Op. descontinuadas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lucro líquido,"-12,26 M","10,13 M","18,98 M","30,62 M","-10,75 M","8,27 M","18,62 M","11,69 M","241,00 Mil","82,99 M","21,07 M","1,15 M","22,01 M","14,03 M","41,04 M","40,35 M","42,30 M","53,34 M","98,01 M","59,66 M","58,43 M","121,08 M","39,95 M","12,56 M","-14,86 M","6,71 M","35,66 M","-29,53 M","-25,46 M","-60,35 M","-43,11 M","-34,78 M","-11,14 M","-229,74 M","-20,60 M","-23,09 M","-2,96 M","-29,62 M","-7,32 M","-9,01 M","8,27 M","-12,26 M","4,73 M","16,79 M","20,16 M","23,23 M","20,31 M","18,13 M","23,49 M","25,27 M","28,37 M","27,14 M","21,47 M","28,98 M","27,10 M","27,01 M","29,91 M","32,05 M","27,31 M","20,98 M",0,"28,99 M","25,56 M","24,30 M",0
Dos controladores,"-12,26 M","10,14 M","18,98 M","30,62 M","-10,76 M","8,23 M","18,62 M","11,69 M","239,00 Mil","82,99 M","21,07 M","1,13 M","21,99 M","14,02 M","41,03 M","40,31 M","42,26 M","53,31 M","97,99 M","59,65 M","58,43 M","121,04 M","39,93 M","12,63 M","-14,85 M","6,64 M","35,72 M","-29,53 M","-25,47 M","-60,35 M","-43,11 M","-34,78 M","-11,14 M","-229,74 M","-20,60 M","-23,09 M","-2,96 M","-29,63 M","-7,32 M","-9,01 M","8,27 M","-12,26 M","4,73 M","16,79 M","20,16 M","23,23 M","20,31 M","18,13 M","23,49 M","25,27 M","28,37 M","27,14 M","21,47 M","28,98 M","27,10 M","27,01 M","29,91 M","32,05 M","27,31 M","20,98 M",0,"28,99 M","25,56 M","24,30 M",0
