Conta,1T2026,4T2025,3T2025,2T2025,1T2025,4T2024,3T2024,2T2024,1T2024,4T2023,3T2023,2T2023,1T2023,4T2022,3T2022,2T2022,1T2022,4T2021,3T2021,2T2021,1T2021,4T2020,3T2020,2T2020,1T2020,4T2019,3T2019,2T2019,1T2019,4T2018,3T2018,2T2018,1T2018,4T2017,3T2017,2T2017,1T2017,4T2016,3T2016,2T2016,1T2016,4T2015,3T2015,2T2015,1T2015,4T2014,3T2014,2T2014,1T2014,4T2013,3T2013,2T2013,1T2013,4T2012,3T2012,2T2012,1T2012,4T2011,3T2011,2T2011,1T2011,4T2010,3T2010,2T2010,1T2010
Receita líquida,"607,23 M","716,95 M","856,09 M","759,01 M","679,84 M","765,72 M","762,97 M","845,17 M","749,89 M","918,14 M","540,43 M","534,61 M","386,56 M","654,47 M","642,36 M","461,57 M","216,12 M","462,03 M","412,05 M","539,33 M","445,37 M","335,54 M","250,72 M","199,88 M","205,08 M","267,70 M","364,68 M","262,20 M","189,03 M","250,20 M","184,40 M","176,91 M","145,76 M","151,79 M","108,52 M","130,61 M","98,82 M","112,89 M","112,61 M","107,89 M","88,08 M","114,23 M","133,97 M","147,26 M","101,38 M","200,46 M","244,03 M","224,01 M","196,38 M","298,42 M","264,67 M","326,83 M","244,80 M","286,03 M","145,92 M","175,36 M","205,17 M","219,17 M","236,16 M","261,19 M","222,65 M","253,52 M","219,46 M","326,33 M","183,48 M"
Custos,"-517,19 M","-629,01 M","-747,73 M","-662,63 M","-588,24 M","-661,27 M","-672,63 M","-752,50 M","-664,89 M","-817,46 M","-470,25 M","-475,01 M","-323,84 M","-572,58 M","-567,95 M","-399,69 M","-170,97 M","-396,04 M","-359,09 M","-475,43 M","-387,69 M","-287,82 M","-207,04 M","-171,27 M","-170,78 M","-228,61 M","-325,30 M","-229,24 M","-162,80 M","-237,78 M","-154,68 M","-149,47 M","-118,48 M","-125,83 M","-83,05 M","-102,94 M","-73,88 M","-90,04 M","-86,78 M","-83,51 M","-67,99 M","-92,23 M","-107,27 M","-116,39 M","-78,22 M","-167,16 M","-206,68 M","-188,63 M","-164,36 M","-259,57 M","-224,79 M","-283,45 M","-212,30 M","-247,25 M","-119,41 M","-147,13 M","-171,34 M","-184,04 M","-200,59 M","-222,10 M","-187,72 M","-217,52 M","-186,73 M","-283,88 M","-156,35 M"
Lucro bruto,"90,04 M","87,94 M","108,36 M","96,38 M","91,59 M","104,44 M","90,34 M","92,66 M","85,00 M","100,68 M","70,18 M","59,59 M","62,71 M","81,89 M","74,41 M","61,88 M","45,14 M","65,99 M","52,95 M","63,90 M","57,68 M","47,71 M","43,68 M","28,62 M","34,30 M","39,09 M","39,39 M","32,97 M","26,23 M","12,42 M","29,72 M","27,44 M","27,28 M","25,96 M","25,47 M","27,67 M","24,94 M","22,85 M","25,83 M","24,39 M","20,09 M","22,00 M","26,70 M","30,87 M","23,16 M","33,30 M","37,34 M","35,38 M","32,03 M","38,84 M","39,88 M","43,38 M","32,49 M","38,78 M","26,51 M","28,23 M","33,83 M","35,13 M","35,57 M","39,08 M","34,93 M","36,00 M","32,74 M","42,45 M","27,13 M"
Despesas operacionais,"-58,51 M","-71,58 M","-49,34 M","-42,03 M","-49,44 M","-58,52 M","-38,09 M","-27,58 M","-37,13 M","-44,26 M","-37,24 M","-23,02 M","-28,71 M","-36,47 M","-34,00 M","-16,01 M","-23,85 M","-32,12 M","-29,30 M","-20,00 M","-22,98 M","-25,14 M","-17,75 M","-13,10 M","-20,74 M","-24,08 M","-20,71 M","-19,93 M","-16,91 M","-4,96 M","-21,52 M","-28,10 M","-23,62 M","-33,74 M","-24,18 M","-28,41 M","-25,83 M","-30,65 M","-31,52 M","-31,15 M","-26,10 M","-24,75 M","-26,20 M","-28,84 M","-27,83 M","-40,25 M","-27,42 M","-33,58 M","-23,27 M","-31,02 M","-26,30 M","-34,42 M","-27,08 M","14,51 M","-25,10 M","-27,27 M","-30,39 M","-25,55 M","-23,90 M","-26,17 M","-24,59 M","-10,75 M","-18,89 M","-19,86 M","-16,97 M"
Despesas com vendas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Despesas administrativas,"-62,79 M","-66,43 M","-61,66 M","-61,50 M","-53,00 M","-60,71 M","-45,82 M","-44,38 M","-40,95 M","-47,01 M","-38,16 M","-35,66 M","-34,23 M","-38,67 M","-36,25 M","-32,47 M","-28,23 M","-34,19 M","-30,72 M","-27,91 M","-24,76 M","-25,59 M","-20,98 M","-18,68 M","-21,26 M","-25,73 M","-22,89 M","-21,81 M","-20,79 M","-2,97 M","-26,52 M","-28,24 M","-26,48 M","-31,04 M","-26,87 M","-27,48 M","-26,41 M","-32,46 M","-34,02 M","-31,06 M","-29,34 M","-32,01 M","-29,32 M","-30,47 M","-28,09 M","-32,94 M","-29,92 M","-34,44 M","-29,81 M","-32,56 M","-29,53 M","-29,05 M","-28,96 M","-30,93 M","-27,61 M","-27,23 M","-29,25 M","-25,46 M","-26,33 M","-25,12 M","-24,26 M","-23,30 M","-21,59 M","-21,32 M","-19,68 M"
EBIT,"31,53 M","16,36 M","59,02 M","54,35 M","42,16 M","45,92 M","52,24 M","65,09 M","47,87 M","56,42 M","32,93 M","36,58 M","34,00 M","45,42 M","40,41 M","45,87 M","21,29 M","33,88 M","23,66 M","43,90 M","34,70 M","22,57 M","25,93 M","15,52 M","13,56 M","15,02 M","18,68 M","13,04 M","9,32 M","7,46 M","8,21 M","-656,00 Mil","3,66 M","-7,78 M","1,29 M","-746,00 Mil","-893,00 Mil","-7,80 M","-5,69 M","-6,76 M","-6,00 M","-2,75 M","497,00 Mil","2,03 M","-4,67 M","-6,95 M","9,92 M","1,79 M","8,76 M","7,82 M","13,59 M","8,96 M","5,41 M","53,29 M","1,42 M","961,00 Mil","3,44 M","9,58 M","11,66 M","12,91 M","10,34 M","25,25 M","13,85 M","22,59 M","10,16 M"
Resultado operacional,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Resultado financeiro,"-10,51 M","-13,04 M","-14,21 M","-8,21 M","-8,57 M","-10,03 M","-5,26 M","-1,06 M","-4,31 M","-312,00 Mil","-104,00 Mil","-2,75 M","-89,00 Mil","1,37 M","3,22 M","3,88 M","3,95 M","2,50 M","1,94 M","2,62 M","2,01 M","315,00 Mil","-119,00 Mil","-325,00 Mil","-86,00 Mil","2,33 M","363,00 Mil","37,00 Mil","-172,00 Mil","333,00 Mil","393,00 Mil","647,00 Mil","3,35 M","141,00 Mil","1,15 M","896,00 Mil","856,00 Mil","4,16 M","1,62 M","1,46 M","1,68 M","2,28 M","2,70 M","3,24 M","3,00 M","1,62 M","1,30 M","1,22 M","1,34 M","1,08 M","692,00 Mil","-50,00 Mil","724,00 Mil","1,22 M","2,12 M","2,43 M","3,44 M","2,53 M","6,09 M","2,34 M","3,31 M","1,83 M","2,05 M","240,00 Mil","1,41 M"
Antes dos impostos,"21,03 M","3,32 M","44,82 M","46,14 M","33,59 M","35,89 M","46,98 M","64,02 M","43,55 M","56,11 M","32,83 M","33,83 M","33,91 M","46,79 M","43,62 M","49,74 M","25,25 M","36,38 M","25,59 M","46,52 M","36,72 M","22,89 M","25,82 M","15,20 M","13,47 M","17,35 M","19,04 M","13,08 M","9,14 M","7,79 M","8,60 M","-9,00 Mil","7,01 M","-7,64 M","2,44 M","150,00 Mil","-37,00 Mil","-3,65 M","-4,07 M","-5,30 M","-4,32 M","-474,00 Mil","3,19 M","5,27 M","-1,67 M","-5,33 M","11,23 M","3,01 M","10,09 M","8,90 M","14,28 M","8,91 M","6,14 M","54,52 M","3,53 M","3,39 M","6,87 M","12,11 M","17,75 M","15,26 M","13,65 M","27,08 M","15,89 M","22,83 M","11,56 M"
